  12.7500 3.2000e+05 2.4735e+05 4.2018e+05 2.5459e+05 4.1320e+05 3.0069e+05 3.4688e+05 2.9497e+05 3.4502e+05 3.7966e+05 2.7868e+05 3.4520e+05 2.5459e+05 4.1320e+05 2.8496e+05
  13.0000 2.9244e+05 2.2662e+05 3.8268e+05 2.3322e+05 3.7630e+05 2.7514e+05 3.1661e+05 2.6952e+05 3.1537e+05 3.4673e+05 2.5474e+05 3.1488e+05 2.3322e+05 3.7630e+05 2.6127e+05
  13.2500 2.6764e+05 2.0791e+05 3.4905e+05 2.1393e+05 3.4321e+05 2.5210e+05 2.8941e+05 2.4661e+05 2.8867e+05 3.1709e+05 2.3319e+05 2.8764e+05 2.1393e+05 3.4321e+05 2.3985e+05
  13.5000 2.4527e+05 1.9098e+05 3.1884e+05 1.9649e+05 3.1348e+05 2.3130e+05 2.6492e+05 2.2595e+05 2.6458e+05 2.9038e+05 2.1375e+05 2.6312e+05 1.9649e+05 3.1348e+05 2.2045e+05
  13.7500 2.2506e+05 1.7564e+05 2.9167e+05 1.8070e+05 2.8674e+05 2.1248e+05 2.4283e+05 2.0730e+05 2.4283e+05 2.6627e+05 1.9619e+05 2.4104e+05 1.8070e+05 2.8674e+05 2.0287e+05
  14.0000 2.0679e+05 1.6173e+05 2.6718e+05 1.6638e+05 2.6265e+05 1.9543e+05 2.2288e+05 1.9043e+05 2.2315e+05 2.4447e+05 1.8030e+05 2.2110e+05 1.6638e+05 2.6265e+05 1.8690e+05
  14.2500 1.9023e+05 1.4910e+05 2.4509e+05 1.5337e+05 2.4092e+05 1.7996e+05 2.0483e+05 1.7514e+05 2.0532e+05 2.2474e+05 1.6591e+05 2.0309e+05 1.5337e+05 2.4092e+05 1.7238e+05
  14.5000 1.7522e+05 1.3760e+05 2.2513e+05 1.4154e+05 2.2128e+05 1.6591e+05 1.8848e+05 1.6128e+05 1.8915e+05 2.0684e+05 1.5285e+05 1.8680e+05 1.4154e+05 2.2128e+05 1.5916e+05
  14.7500 1.6157e+05 1.2713e+05 2.0706e+05 1.3077e+05 2.0349e+05 1.5313e+05 1.7364e+05 1.4870e+05 1.7445e+05 1.9059e+05 1.4098e+05 1.7202e+05 1.3077e+05 2.0349e+05 1.4712e+05
  15.0000 1.4916e+05 1.1759e+05 1.9067e+05 1.2095e+05 1.8737e+05 1.4150e+05 1.6016e+05 1.3724e+05 1.6108e+05 1.7582e+05 1.3018e+05 1.5860e+05 1.2095e+05 1.8737e+05 1.3614e+05
  15.2500 1.3786e+05 1.0888e+05 1.7578e+05 1.1199e+05 1.7272e+05 1.3088e+05 1.4790e+05 1.2682e+05 1.4889e+05 1.6238e+05 1.2035e+05 1.4639e+05 1.1199e+05 1.7272e+05 1.2610e+05
  15.5000 1.2754e+05 1.0092e+05 1.6224e+05 1.0380e+05 1.5940e+05 1.2119e+05 1.3672e+05 1.1731e+05 1.3778e+05 1.5012e+05 1.1137e+05 1.3527e+05 1.0380e+05 1.5940e+05 1.1693e+05
  15.7500 1.1813e+05 9.3630e+04 1.4992e+05 9.6304e+04 1.4728e+05 1.1233e+05 1.2653e+05 1.0863e+05 1.2763e+05 1.3894e+05 1.0318e+05 1.2513e+05 9.6304e+04 1.4728e+05 1.0853e+05
  16.0000 1.0952e+05 8.6954e+04 1.3868e+05 8.9439e+04 1.3622e+05 1.0423e+05 1.1722e+05 1.0069e+05 1.1835e+05 1.2872e+05 9.5681e+04 1.1587e+05 8.9439e+04 1.3622e+05 1.0083e+05
  16.2500 1.0164e+05 8.0831e+04 1.2842e+05 8.3142e+04 1.2613e+05 9.6802e+04 1.0871e+05 9.3434e+04 1.0986e+05 1.1938e+05 8.8818e+04 1.0741e+05 8.3142e+04 1.2613e+05 9.3763e+04
  16.5000 9.4427e+04 7.5208e+04 1.1904e+05 7.7360e+04 1.1691e+05 8.9992e+04 1.0092e+05 8.6784e+04 1.0207e+05 1.1082e+05 8.2529e+04 9.9672e+04 7.7360e+04 1.1691e+05 8.7273e+04
  16.7500 8.7807e+04 7.0040e+04 1.1047e+05 7.2046e+04 1.0847e+05 8.3740e+04 9.3779e+04 8.0685e+04 9.4928e+04 1.0298e+05 7.6759e+04 9.2578e+04 7.2046e+04 1.0847e+05 8.1304e+04
  17.0000 8.1728e+04 6.5285e+04 1.0261e+05 6.7156e+04 1.0074e+05 7.7994e+04 8.7229e+04 7.5087e+04 8.8369e+04 9.5780e+04 7.1459e+04 8.6073e+04 6.7156e+04 1.0074e+05 7.5809e+04
  17.2500 7.6140e+04 6.0905e+04 9.5396e+04 6.2652e+04 9.3652e+04 7.2708e+04 8.1214e+04 6.9942e+04 8.2338e+04 8.9171e+04 6.6586e+04 8.0099e+04 6.2652e+04 9.3652e+04 7.0745e+04
  17.5000 7.1000e+04 5.6867e+04 8.8778e+04 5.8500e+04 8.7144e+04 6.7841e+04 7.5683e+04 6.5211e+04 7.6789e+04 8.3094e+04 6.2102e+04 7.4609e+04 5.8500e+04 8.7144e+04 6.6074e+04
  17.7500 6.6263e+04 5.3140e+04 8.2695e+04 5.4667e+04 8.1162e+04 6.3354e+04 7.0592e+04 6.0852e+04 7.1675e+04 7.7500e+04 5.7969e+04 6.9557e+04 5.4667e+04 8.1162e+04 6.1760e+04
  18.0000 6.1893e+04 4.9696e+04 7.7096e+04 5.1126e+04 7.5658e+04 5.9209e+04 6.5898e+04 5.6830e+04 6.6956e+04 7.2340e+04 5.4155e+04 6.4903e+04 5.1126e+04 7.5658e+04 5.7774e+04
  18.2500 5.7856e+04 4.6512e+04 7.1939e+04 4.7852e+04 7.0588e+04 5.5378e+04 6.1566e+04 5.3116e+04 6.2596e+04 6.7577e+04 5.0632e+04 6.0611e+04 4.7852e+04 7.0588e+04 5.4087e+04
  18.5000 5.4124e+04 4.3565e+04 6.7183e+04 4.4822e+04 6.5913e+04 5.1833e+04 5.7565e+04 4.9682e+04 5.8566e+04 6.3176e+04 4.7375e+04 5.6649e+04 4.4822e+04 6.5913e+04 5.0672e+04
  18.7500 5.0671e+04 4.0834e+04 6.2793e+04 4.2015e+04 6.1598e+04 4.8551e+04 5.3865e+04 4.6506e+04 5.4836e+04 5.9107e+04 4.4360e+04 5.2988e+04 4.2015e+04 6.1598e+04 4.7508e+04
  19.0000 4.7474e+04 3.8302e+04 5.8738e+04 3.9413e+04 5.7612e+04 4.5510e+04 5.0441e+04 4.3565e+04 5.1382e+04 5.5341e+04 4.1569e+04 4.9603e+04 3.9413e+04 5.7612e+04 4.4573e+04
  19.2500 4.4510e+04 3.5953e+04 5.4987e+04 3.6998e+04 5.3926e+04 4.2689e+04 4.7270e+04 4.0840e+04 4.8181e+04 5.1853e+04 3.8981e+04 4.6469e+04 3.6998e+04 5.3926e+04 4.1849e+04
  19.5000 4.1762e+04 3.3770e+04 5.1515e+04 3.4754e+04 5.0515e+04 4.0071e+04 4.4331e+04 3.8312e+04 4.5211e+04 4.8619e+04 3.6581e+04 4.3565e+04 3.4754e+04 5.0515e+04 3.9318e+04
  19.7500 3.9210e+04 3.1742e+04 4.8298e+04 3.2670e+04 4.7355e+04 3.7639e+04 4.1605e+04 3.5966e+04 4.2454e+04 4.5620e+04 3.4352e+04 4.0873e+04 3.2670e+04 4.7355e+04 3.6964e+04
  20.0000 3.6840e+04 2.9856e+04 4.5316e+04 3.0730e+04 4.4425e+04 3.5379e+04 3.9074e+04 3.3788e+04 3.9892e+04 4.2835e+04 3.2281e+04 3.8374e+04 3.0730e+04 4.4425e+04 3.4775e+04
  20.2500 3.4636e+04 2.8099e+04 4.2548e+04 2.8925e+04 4.1706e+04 3.3277e+04 3.6722e+04 3.1762e+04 3.7510e+04 4.0248e+04 3.0356e+04 3.6053e+04 2.8925e+04 4.1706e+04 3.2735e+04
  20.5000 3.2586e+04 2.6463e+04 3.9977e+04 2.7243e+04 3.9181e+04 3.1320e+04 3.4535e+04 2.9879e+04 3.5294e+04 3.7843e+04 2.8564e+04 3.3896e+04 2.7243e+04 3.9181e+04 3.0835e+04
  20.7500 3.0678e+04 2.4938e+04 3.7586e+04 2.5674e+04 3.6834e+04 2.9497e+04 3.2500e+04 2.8126e+04 3.3231e+04 3.5606e+04 2.6896e+04 3.1889e+04 2.5674e+04 3.6834e+04 2.9063e+04
  21.0000 2.8900e+04 2.3515e+04 3.5363e+04 2.4211e+04 3.4650e+04 2.7798e+04 3.0605e+04 2.6492e+04 3.1308e+04 3.3523e+04 2.5341e+04 3.0020e+04 2.4211e+04 3.4650e+04 2.7409e+04
  21.2500 2.7243e+04 2.2187e+04 3.3292e+04 2.2845e+04 3.2617e+04 2.6213e+04 2.8840e+04 2.4970e+04 2.9515e+04 3.1582e+04 2.3891e+04 2.8279e+04 2.2845e+04 3.2617e+04 2.5864e+04
  21.5000 2.5696e+04 2.0946e+04 3.1363e+04 2.1568e+04 3.0723e+04 2.4734e+04 2.7193e+04 2.3551e+04 2.7842e+04 2.9773e+04 2.2538e+04 2.6655e+04 2.1568e+04 3.0723e+04 2.4421e+04
  21.7500 2.4252e+04 1.9785e+04 2.9564e+04 2.0375e+04 2.8957e+04 2.3352e+04 2.5656e+04 2.2225e+04 2.6279e+04 2.8084e+04 2.1274e+04 2.5140e+04 2.0375e+04 2.8957e+04 2.3071e+04
  22.0000 2.2902e+04 1.8700e+04 2.7885e+04 1.9258e+04 2.7309e+04 2.2060e+04 2.4220e+04 2.0986e+04 2.4818e+04 2.6506e+04 2.0093e+04 2.3725e+04 1.9258e+04 2.7309e+04 2.1808e+04
  22.2500 2.1639e+04 1.7683e+04 2.6318e+04 1.8212e+04 2.5771e+04 2.0850e+04 2.2878e+04 1.9827e+04 2.3452e+04 2.5031e+04 1.8988e+04 2.2403e+04 1.8212e+04 2.5771e+04 2.0625e+04
  22.5000 2.0457e+04 1.6731e+04 2.4852e+04 1.7233e+04 2.4333e+04 1.9718e+04 2.1622e+04 1.8742e+04 2.2172e+04 2.3651e+04 1.7953e+04 2.1166e+04 1.7233e+04 2.4333e+04 1.9517e+04
  22.7500 1.9351e+04 1.5838e+04 2.3482e+04 1.6314e+04 2.2989e+04 1.8656e+04 2.0446e+04 1.7727e+04 2.0974e+04 2.2360e+04 1.6984e+04 2.0009e+04 1.6314e+04 2.2989e+04 1.8478e+04
  23.0000 1.8313e+04 1.5001e+04 2.2200e+04 1.5453e+04 2.1731e+04 1.7662e+04 1.9345e+04 1.6775e+04 1.9852e+04 2.1150e+04 1.6076e+04 1.8926e+04 1.5453e+04 2.1731e+04 1.7503e+04
  23.2500 1.7341e+04 1.4215e+04 2.1000e+04 1.4644e+04 2.0553e+04 1.6728e+04 1.8313e+04 1.5883e+04 1.8798e+04 2.0016e+04 1.5224e+04 1.7911e+04 1.4644e+04 2.0553e+04 1.6588e+04
  23.5000 1.6428e+04 1.3477e+04 1.9875e+04 1.3885e+04 1.9450e+04 1.5852e+04 1.7344e+04 1.5046e+04 1.7810e+04 1.8953e+04 1.4425e+04 1.6959e+04 1.3885e+04 1.9450e+04 1.5729e+04
  23.7500 1.5572e+04 1.2784e+04 1.8820e+04 1.3172e+04 1.8415e+04 1.5030e+04 1.6436e+04 1.4261e+04 1.6883e+04 1.7955e+04 1.3674e+04 1.6066e+04 1.3172e+04 1.8415e+04 1.4922e+04
  24.0000 1.4767e+04 1.2132e+04 1.7830e+04 1.2501e+04 1.7445e+04 1.4257e+04 1.5583e+04 1.3523e+04 1.6011e+04 1.7019e+04 1.2969e+04 1.5228e+04 1.2501e+04 1.7445e+04 1.4162e+04
  24.2500 1.4010e+04 1.1519e+04 1.6901e+04 1.1870e+04 1.6534e+04 1.3530e+04 1.4781e+04 1.2829e+04 1.5192e+04 1.6139e+04 1.2306e+04 1.4440e+04 1.1870e+04 1.6534e+04 1.3448e+04
  24.5000 1.3299e+04 1.0942e+04 1.6029e+04 1.1276e+04 1.5678e+04 1.2846e+04 1.4028e+04 1.2177e+04 1.4421e+04 1.5312e+04 1.1683e+04 1.3700e+04 1.1276e+04 1.5678e+04 1.2776e+04
  24.7500 1.2630e+04 1.0398e+04 1.5209e+04 1.0717e+04 1.4874e+04 1.2202e+04 1.3319e+04 1.1564e+04 1.3696e+04 1.4534e+04 1.1096e+04 1.3004e+04 1.0717e+04 1.4874e+04 1.2143e+04
  25.0000 1.2000e+04 9.8864e+03 1.4437e+04 1.0190e+04 1.4118e+04 1.1596e+04 1.2652e+04 1.0986e+04 1.3014e+04 1.3803e+04 1.0544e+04 1.2350e+04 1.0190e+04 1.4118e+04 1.1546e+04
  25.2500 1.1406e+04 9.4039e+03 1.3711e+04 9.6931e+03 1.3407e+04 1.1025e+04 1.2023e+04 1.0442e+04 1.2370e+04 1.3114e+04 1.0024e+04 1.1733e+04 9.6931e+03 1.3407e+04 1.0984e+04
  25.5000 1.0847e+04 8.9488e+03 1.3028e+04 9.2246e+03 1.2738e+04 1.0487e+04 1.1432e+04 9.9296e+03 1.1764e+04 1.2465e+04 9.5331e+03 1.1153e+04 9.2246e+03 1.2738e+04 1.0453e+04
  25.7500 1.0320e+04 8.5194e+03 1.2384e+04 8.7826e+03 1.2107e+04 9.9792e+03 1.0874e+04 9.4464e+03 1.1193e+04 1.1853e+04 9.0705e+03 1.0606e+04 8.7826e+03 1.2107e+04 9.9528e+03
  26.0000 9.8220e+03 8.1141e+03 1.1778e+04 8.3652e+03 1.1512e+04 9.5001e+03 1.0347e+04 8.9906e+03 1.0653e+04 1.1277e+04 8.6341e+03 1.0090e+04 8.3652e+03 1.1512e+04 9.4802e+03
  26.2500 9.3524e+03 7.7312e+03 1.1205e+04 7.9710e+03 1.0952e+04 9.0477e+03 9.8507e+03 8.5604e+03 1.0144e+04 1.0733e+04 8.2221e+03 9.6027e+03 7.9710e+03 1.0952e+04 9.0336e+03
  26.5000 8.9089e+03 7.3692e+03 1.0666e+04 7.5982e+03 1.0423e+04 8.6203e+03 9.3818e+03 8.1542e+03 9.6635e+03 1.0220e+04 7.8329e+03 9.1432e+03 7.5982e+03 1.0423e+04 8.6115e+03
  26.7500 8.4898e+03 7.0269e+03 1.0156e+04 7.2457e+03 9.9240e+03 8.2164e+03 8.9389e+03 7.7704e+03 9.2092e+03 9.7348e+03 7.4651e+03 8.7093e+03 7.2457e+03 9.9240e+03 8.2121e+03
  27.0000 8.0936e+03 6.7030e+03 9.6748e+03 6.9121e+03 9.4528e+03 7.8345e+03 8.5203e+03 7.4076e+03 8.7796e+03 9.2766e+03 7.1174e+03 8.2993e+03 6.9121e+03 9.4528e+03 7.8342e+03
  27.2500 7.7189e+03 6.3964e+03 9.2201e+03 6.5963e+03 9.0076e+03 7.4731e+03 8.1245e+03 7.0645e+03 8.3734e+03 8.8435e+03 6.7886e+03 7.9118e+03 6.5963e+03 9.0076e+03 7.4764e+03
  27.5000 7.3644e+03 6.1061e+03 8.7903e+03 6.2973e+03 8.5868e+03 7.1312e+03 7.7500e+03 6.7398e+03 7.9889e+03 8.4339e+03 6.4773e+03 7.5453e+03 6.2973e+03 8.5868e+03 7.1376e+03
