   0.0000 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00 0.0000e+00
   0.2500 5.9953e+07 1.7977e+07 2.0047e+08 3.0596e+07 1.9796e+08 4.5774e+07 5.9953e+07 3.3512e+07 8.6391e+07 1.8254e+08 1.2932e+08 1.7863e+08 3.0596e+07 1.9796e+08 4.0054e+07
   0.5000 1.0621e+08 3.5510e+07 3.1771e+08 4.8965e+07 3.1386e+08 9.5988e+07 1.0621e+08 6.5994e+07 1.4642e+08 2.0757e+08 2.0046e+08 2.7102e+08 5.6353e+07 3.1386e+08 4.8965e+07
   0.7500 1.4585e+08 3.2610e+07 4.0144e+08 4.5188e+07 3.9677e+08 1.2201e+08 1.6144e+08 9.9780e+07 1.9192e+08 1.7467e+08 2.4051e+08 3.3860e+08 7.9444e+07 3.9677e+08 4.5188e+07
   1.0000 1.7302e+08 2.7258e+07 4.5033e+08 3.9307e+07 4.4357e+08 1.3717e+08 2.1327e+08 1.2738e+08 2.1865e+08 1.3700e+08 2.5342e+08 3.7583e+08 9.5921e+07 4.4357e+08 3.9307e+07
   1.2500 1.8237e+08 2.3251e+07 4.5307e+08 3.4309e+07 4.4440e+08 1.4077e+08 2.3670e+08 1.4155e+08 2.2319e+08 1.0750e+08 2.4199e+08 3.7183e+08 1.0273e+08 4.4440e+08 3.4309e+07
   1.5000 1.7567e+08 2.1328e+07 4.1748e+08 3.0846e+07 4.0829e+08 1.3459e+08 2.3224e+08 1.4162e+08 2.0972e+08 8.7267e+07 2.1469e+08 3.3572e+08 1.0061e+08 4.0829e+08 3.0846e+07
   1.7500 1.5891e+08 2.2098e+07 3.6193e+08 2.9964e+07 3.5339e+08 1.2215e+08 2.1044e+08 1.3172e+08 1.8610e+08 7.7392e+07 1.8144e+08 2.8526e+08 9.2584e+07 3.5339e+08 2.9964e+07
   2.0000 1.3795e+08 2.5825e+07 3.0195e+08 3.2302e+07 2.9460e+08 1.0694e+08 1.8163e+08 1.1677e+08 1.5914e+08 7.7723e+07 1.4911e+08 2.3399e+08 8.1770e+07 2.9460e+08 3.2302e+07
   2.2500 1.1672e+08 2.9196e+07 2.4629e+08 3.4533e+07 2.4024e+08 9.1441e+07 1.5231e+08 1.0040e+08 1.3305e+08 7.8524e+07 1.2079e+08 1.8839e+08 7.0359e+07 2.4024e+08 3.4533e+07
   2.5000 9.7281e+07 2.9913e+07 1.9851e+08 3.4261e+07 1.9364e+08 7.7045e+07 1.2568e+08 8.4735e+07 1.0983e+08 7.4330e+07 9.7247e+07 1.5041e+08 5.9591e+07 1.9364e+08 3.4261e+07
   2.7500 8.0419e+07 2.8477e+07 1.5918e+08 3.1974e+07 1.5530e+08 6.4366e+07 1.0286e+08 7.0753e+07 9.0085e+07 6.6745e+07 7.8175e+07 1.1976e+08 5.0020e+07 1.5530e+08 3.1974e+07
   3.0000 6.6231e+07 2.6198e+07 1.2751e+08 2.9010e+07 1.2442e+08 5.3534e+07 8.3904e+07 5.8745e+07 7.3718e+07 5.8535e+07 6.2939e+07 9.5451e+07 4.1793e+07 1.2442e+08 2.9010e+07
   3.2500 5.4486e+07 2.3603e+07 1.0228e+08 2.5873e+07 9.9828e+07 4.4440e+07 6.8414e+07 4.8648e+07 6.0324e+07 5.0644e+07 5.0843e+07 7.6328e+07 3.4851e+07 9.9828e+07 2.5873e+07
   3.5000 4.4849e+07 2.0947e+07 8.2252e+07 2.2784e+07 8.0302e+07 3.6885e+07 5.5851e+07 4.0264e+07 4.9435e+07 4.3407e+07 4.1254e+07 6.1313e+07 2.9056e+07 8.0302e+07 2.2784e+07
   3.7500 3.6981e+07 1.8417e+07 6.6389e+07 1.9912e+07 6.4830e+07 3.0650e+07 4.5701e+07 3.3350e+07 4.0612e+07 3.7026e+07 3.3648e+07 4.9521e+07 2.4247e+07 6.4830e+07 1.9912e+07
   4.0000 3.0576e+07 1.6101e+07 5.3813e+07 1.7322e+07 5.2566e+07 2.5530e+07 3.7504e+07 2.7679e+07 3.3472e+07 3.1498e+07 2.7586e+07 4.0218e+07 2.0275e+07 5.2566e+07 1.7322e+07
   4.2500 2.5364e+07 1.4024e+07 4.3823e+07 1.5024e+07 4.2823e+07 2.1331e+07 3.0886e+07 2.3036e+07 2.7693e+07 2.6766e+07 2.2737e+07 3.2848e+07 1.7000e+07 4.2823e+07 1.5024e+07
   4.5000 2.1124e+07 1.2183e+07 3.5869e+07 1.3006e+07 3.5066e+07 1.7888e+07 2.5538e+07 1.9236e+07 2.3011e+07 2.2747e+07 1.8844e+07 2.6988e+07 1.4300e+07 3.5066e+07 1.3006e+07
   4.7500 1.7669e+07 1.0580e+07 2.9523e+07 1.1260e+07 2.8875e+07 1.5061e+07 2.1216e+07 1.6128e+07 1.9211e+07 1.9359e+07 1.5700e+07 2.2299e+07 1.2075e+07 2.8875e+07 1.1260e+07
   5.0000 1.4846e+07 9.1927e+06 2.4433e+07 9.7582e+06 2.3908e+07 1.2732e+07 1.7708e+07 1.3577e+07 1.6114e+07 1.6508e+07 1.3144e+07 1.8523e+07 1.0237e+07 2.3908e+07 9.7582e+06
   5.2500 1.2528e+07 7.9936e+06 2.0327e+07 8.4665e+06 1.9898e+07 1.0807e+07 1.4850e+07 1.1477e+07 1.3578e+07 1.4108e+07 1.1058e+07 1.5466e+07 8.7126e+06 1.9898e+07 8.4665e+06
   5.5000 1.0617e+07 6.9575e+06 1.6995e+07 7.3547e+06 1.6644e+07 9.2093e+06 1.2511e+07 9.7400e+06 1.1493e+07 1.2086e+07 9.3473e+06 1.2978e+07 7.4435e+06 1.6644e+07 7.3547e+06
   5.7500 9.0349e+06 6.0493e+06 1.4281e+07 6.3828e+06 1.3992e+07 7.8779e+06 1.0588e+07 8.2989e+06 9.7709e+06 1.0380e+07 7.9370e+06 1.0944e+07 6.3828e+06 1.3992e+07 6.3999e+06
   6.0000 7.7194e+06 5.2180e+06 1.2058e+07 5.4928e+06 1.1818e+07 6.7637e+06 8.9991e+06 7.0979e+06 8.3409e+06 8.9391e+06 6.7682e+06 9.2727e+06 5.4928e+06 1.1818e+07 5.5796e+06
   6.2500 6.6206e+06 4.5156e+06 1.0227e+07 4.7434e+06 1.0027e+07 5.8277e+06 7.6804e+06 6.0929e+06 7.1484e+06 7.7182e+06 5.7952e+06 7.8907e+06 4.7434e+06 1.0027e+07 4.8741e+06
   6.5000 5.6992e+06 3.9203e+06 8.7114e+06 4.1101e+06 8.5441e+06 5.0386e+06 6.5808e+06 5.2487e+06 6.1496e+06 6.6816e+06 4.9814e+06 6.7425e+06 4.1101e+06 8.5441e+06 4.2663e+06
   6.7500 4.9234e+06 3.4140e+06 7.4507e+06 3.5730e+06 7.3099e+06 4.3708e+06 5.6599e+06 4.5370e+06 5.3097e+06 5.7994e+06 4.2981e+06 5.7842e+06 3.5730e+06 7.3099e+06 3.7418e+06
   7.0000 4.2677e+06 2.9818e+06 6.3972e+06 3.1156e+06 6.2782e+06 3.8036e+06 4.8857e+06 3.9349e+06 4.6006e+06 5.0473e+06 3.7220e+06 4.9814e+06 3.1156e+06 6.2782e+06 3.2886e+06
   7.2500 3.7114e+06 2.6116e+06 5.5130e+06 2.7247e+06 5.4120e+06 3.3202e+06 4.2320e+06 3.4234e+06 3.9994e+06 4.4039e+06 3.2341e+06 4.3061e+06 2.7247e+06 5.4120e+06 2.8962e+06
   7.5000 3.2376e+06 2.2936e+06 4.7679e+06 2.3897e+06 4.6817e+06 2.9067e+06 3.6780e+06 2.9874e+06 3.4878e+06 3.8518e+06 2.8194e+06 3.7355e+06 2.3897e+06 4.6817e+06 2.5556e+06
   7.7500 2.8327e+06 2.0197e+06 4.1375e+06 2.1017e+06 4.0636e+06 2.5518e+06 3.2066e+06 2.6145e+06 3.0509e+06 3.3767e+06 2.4656e+06 3.2515e+06 2.1017e+06 4.0636e+06 2.2597e+06
   8.0000 2.4855e+06 1.7831e+06 3.6022e+06 1.8534e+06 3.5386e+06 2.2463e+06 2.8040e+06 2.2945e+06 2.6766e+06 2.9666e+06 2.1625e+06 2.8393e+06 1.8534e+06 3.5386e+06 2.0019e+06
   8.2500 2.1871e+06 1.5782e+06 3.1460e+06 1.6387e+06 3.0911e+06 1.9826e+06 2.4594e+06 2.0193e+06 2.3548e+06 2.6125e+06 1.9022e+06 2.4870e+06 1.6387e+06 3.0911e+06 1.7771e+06
   8.5000 1.9298e+06 1.4003e+06 2.7559e+06 1.4525e+06 2.7083e+06 1.7545e+06 2.1634e+06 1.7819e+06 2.0776e+06 2.3065e+06 1.6780e+06 2.1849e+06 1.4525e+06 2.7083e+06 1.5808e+06
   8.7500 1.7072e+06 1.2453e+06 2.4213e+06 1.2906e+06 2.3798e+06 1.5564e+06 1.9084e+06 1.5766e+06 1.8378e+06 2.0413e+06 1.4842e+06 1.9249e+06 1.2906e+06 2.3798e+06 1.4090e+06
   9.0000 1.5141e+06 1.1099e+06 2.1333e+06 1.1494e+06 2.0970e+06 1.3840e+06 1.6879e+06 1.3983e+06 1.6299e+06 1.8107e+06 1.3161e+06 1.7004e+06 1.1494e+06 2.0970e+06 1.2583e+06
   9.2500 1.3460e+06 9.9139e+05 1.8847e+06 1.0259e+06 1.8529e+06 1.2335e+06 1.4967e+06 1.2431e+06 1.4490e+06 1.6097e+06 1.1700e+06 1.5060e+06 1.0259e+06 1.8529e+06 1.1259e+06
   9.5000 1.1994e+06 8.8738e+05 1.6696e+06 9.1763e+05 1.6416e+06 1.1017e+06 1.3303e+06 1.1076e+06 1.2912e+06 1.4340e+06 1.0425e+06 1.3372e+06 9.1763e+05 1.6416e+06 1.0094e+06
   9.7500 1.0711e+06 7.9587e+05 1.4828e+06 8.2251e+05 1.4581e+06 9.8609e+05 1.1852e+06 9.8902e+05 1.1531e+06 1.2801e+06 9.3102e+05 1.1902e+06 8.2251e+05 1.4581e+06 9.0653e+05
  10.0000 9.5852e+05 7.1522e+05 1.3201e+06 7.3876e+05 1.2982e+06 8.8439e+05 1.0584e+06 8.8501e+05 1.0320e+06 1.1450e+06 8.3327e+05 1.0617e+06 7.3876e+05 1.2982e+06 8.1571e+05
  10.2500 8.5962e+05 6.4399e+05 1.1778e+06 6.6485e+05 1.1584e+06 7.9478e+05 9.4715e+05 7.9360e+05 9.2563e+05 1.0263e+06 7.4738e+05 9.4927e+05 6.6485e+05 1.1584e+06 7.3534e+05
  10.5000 7.7249e+05 5.8093e+05 1.0531e+06 5.9947e+05 1.0358e+06 7.1564e+05 8.4945e+05 7.1309e+05 8.3190e+05 9.2175e+05 6.7171e+05 8.5056e+05 5.9947e+05 1.0358e+06 6.6408e+05
  10.7500 6.9556e+05 5.2498e+05 9.4361e+05 5.4151e+05 9.2806e+05 6.4558e+05 7.6340e+05 6.4199e+05 7.4913e+05 8.2948e+05 6.0489e+05 7.6371e+05 5.4151e+05 9.2806e+05 6.0075e+05
  11.0000 6.2747e+05 4.7523e+05 8.4720e+05 4.9002e+05 8.3325e+05 5.8343e+05 6.8742e+05 5.7906e+05 6.7588e+05 7.4784e+05 5.4576e+05 6.8712e+05 4.9002e+05 8.3325e+05 5.4436e+05
  11.2500 5.6708e+05 4.3092e+05 7.6217e+05 4.4417e+05 7.4962e+05 5.2819e+05 6.2018e+05 5.2326e+05 6.1090e+05 6.7546e+05 4.9331e+05 6.1943e+05 4.4417e+05 7.4962e+05 4.9406e+05
  11.5000 5.1340e+05 3.9136e+05 6.8703e+05 4.0327e+05 6.7571e+05 4.7898e+05 5.6055e+05 4.7366e+05 5.5315e+05 6.1114e+05 4.4669e+05 5.5948e+05 4.0327e+05 6.7571e+05 4.4910e+05
  11.7500 4.6560e+05 3.5599e+05 6.2051e+05 3.6672e+05 6.1028e+05 4.3506e+05 5.0756e+05 4.2948e+05 5.0171e+05 5.5389e+05 4.0516e+05 5.0628e+05 3.6672e+05 6.1028e+05 4.0886e+05
  12.0000 4.2294e+05 3.2430e+05 5.6149e+05 3.3399e+05 5.5223e+05 3.9580e+05 4.6036e+05 3.9007e+05 4.5581e+05 5.0281e+05 3.6811e+05 4.5897e+05 3.3399e+05 5.5223e+05 3.7277e+05
  12.2500 3.8481e+05 2.9588e+05 5.0895e+05 3.0465e+05 5.0054e+05 3.6062e+05 4.1825e+05 3.5484e+05 4.1478e+05 4.5717e+05 3.3498e+05 4.1675e+05 3.0465e+05 5.0054e+05 3.4037e+05
  12.5000 3.5065e+05 2.7034e+05 4.6207e+05 2.7830e+05 4.5442e+05 3.2906e+05 3.8060e+05 3.2328e+05 3.7801e+05 4.1631e+05 3.0531e+05 3.7900e+05 2.7830e+05 4.5442e+05 3.1122e+05
