   4.2500 5.0092e+07 2.7758e+07 8.6549e+07 2.9736e+07 8.4573e+07 4.2117e+07 6.1015e+07 4.5523e+07 5.4661e+07
   4.5000 4.1698e+07 2.4100e+07 7.0809e+07 2.5727e+07 6.9221e+07 3.5303e+07 5.0428e+07 3.7997e+07 4.5400e+07
   4.7500 3.4864e+07 2.0917e+07 5.8256e+07 2.2261e+07 5.6976e+07 2.9712e+07 4.1874e+07 3.1842e+07 3.7887e+07
   5.0000 2.9280e+07 1.8165e+07 4.8193e+07 1.9282e+07 4.7155e+07 2.5107e+07 3.4937e+07 2.6795e+07 3.1766e+07
   5.2500 2.4698e+07 1.5788e+07 4.0076e+07 1.6722e+07 3.9231e+07 2.1302e+07 2.9286e+07 2.2640e+07 2.6757e+07
   5.5000 2.0923e+07 1.3735e+07 3.3494e+07 1.4519e+07 3.2802e+07 1.8146e+07 2.4662e+07 1.9206e+07 2.2640e+07
   5.7500 1.7799e+07 1.1918e+07 2.8134e+07 1.2574e+07 2.7564e+07 1.5516e+07 2.0863e+07 1.6358e+07 1.9239e+07
   6.0000 1.5202e+07 1.0277e+07 2.3746e+07 1.0817e+07 2.3273e+07 1.3317e+07 1.7726e+07 1.3986e+07 1.6418e+07
   6.2500 1.3033e+07 8.8900e+06 2.0133e+07 9.3377e+06 1.9739e+07 1.1470e+07 1.5123e+07 1.2001e+07 1.4065e+07
   6.5000 1.1215e+07 7.7153e+06 1.7143e+07 8.0881e+06 1.6814e+07 9.9131e+06 1.2953e+07 1.0335e+07 1.2096e+07
   6.7500 9.6851e+06 6.7166e+06 1.4657e+07 7.0287e+06 1.4380e+07 8.5963e+06 1.1137e+07 8.9303e+06 1.0440e+07
   7.0000 8.3924e+06 5.8643e+06 1.2580e+07 6.1268e+06 1.2346e+07 7.4783e+06 9.6099e+06 7.7424e+06 9.0424e+06
   7.2500 7.2960e+06 5.1346e+06 1.0838e+07 5.3564e+06 1.0639e+07 6.5256e+06 8.3214e+06 6.7338e+06 7.8581e+06
   7.5000 6.3625e+06 4.5080e+06 9.3699e+06 4.6962e+06 9.2006e+06 5.7110e+06 7.2296e+06 5.8743e+06 6.8507e+06
   7.7500 5.5650e+06 3.9684e+06 8.1284e+06 4.1289e+06 7.9833e+06 5.0121e+06 6.3009e+06 5.1395e+06 5.9906e+06
   8.0000 4.8814e+06 3.5024e+06 7.0743e+06 3.6399e+06 6.9496e+06 4.4106e+06 5.5081e+06 4.5091e+06 5.2537e+06
   8.2500 4.2938e+06 3.0990e+06 6.1764e+06 3.2172e+06 6.0688e+06 3.8917e+06 4.8295e+06 3.9670e+06 4.6207e+06
   8.5000 3.7875e+06 2.7487e+06 5.4089e+06 2.8508e+06 5.3155e+06 3.4428e+06 4.2470e+06 3.4996e+06 4.0753e+06
   8.7500 3.3496e+06 2.4437e+06 4.7506e+06 2.5322e+06 4.6693e+06 3.0532e+06 3.7452e+06 3.0953e+06 3.6039e+06
   9.0000 2.9698e+06 2.1775e+06 4.1843e+06 2.2545e+06 4.1133e+06 2.7142e+06 3.3115e+06 2.7445e+06 3.1951e+06
   9.2500 2.6394e+06 1.9444e+06 3.6957e+06 2.0116e+06 3.6334e+06 2.4183e+06 2.9354e+06 2.4392e+06 2.8396e+06
   9.5000 2.3512e+06 1.7399e+06 3.2729e+06 1.7989e+06 3.2181e+06 2.1594e+06 2.6085e+06 2.1728e+06 2.5296e+06
   9.7500 2.0990e+06 1.5600e+06 2.9060e+06 1.6119e+06 2.8577e+06 1.9322e+06 2.3233e+06 1.9397e+06 2.2584e+06
  10.0000 1.8780e+06 1.4016e+06 2.5864e+06 1.4474e+06 2.5436e+06 1.7324e+06 2.0740e+06 1.7353e+06 2.0207e+06
  10.2500 1.6838e+06 1.2616e+06 2.3070e+06 1.3022e+06 2.2690e+06 1.5564e+06 1.8556e+06 1.5557e+06 1.8118e+06
  10.5000 1.5127e+06 1.1378e+06 2.0622e+06 1.1738e+06 2.0283e+06 1.4011e+06 1.6638e+06 1.3975e+06 1.6279e+06
  10.7500 1.3616e+06 1.0279e+06 1.8472e+06 1.0600e+06 1.8169e+06 1.2636e+06 1.4948e+06 1.2578e+06 1.4655e+06
  11.0000 1.2280e+06 9.3026e+05 1.6580e+06 9.5895e+05 1.6308e+06 1.1416e+06 1.3456e+06 1.1342e+06 1.3218e+06
  11.2500 1.1095e+06 8.4328e+05 1.4911e+06 8.6898e+05 1.4667e+06 1.0332e+06 1.2136e+06 1.0246e+06 1.1944e+06
  11.5000 1.0042e+06 7.6567e+05 1.3437e+06 7.8875e+05 1.3217e+06 9.3667e+05 1.0966e+06 9.2726e+05 1.0811e+06
  11.7500 9.1042e+05 6.9627e+05 1.2133e+06 7.1705e+05 1.1934e+06 8.5055e+05 9.9268e+05 8.4056e+05 9.8028e+05
  12.0000 8.2677e+05 6.3412e+05 1.0976e+06 6.5287e+05 1.0796e+06 7.7356e+05 9.0012e+05 7.6322e+05 8.9032e+05
  12.2500 7.5201e+05 5.7839e+05 9.9456e+05 5.9534e+05 9.7825e+05 7.0462e+05 8.1754e+05 6.9410e+05 8.0992e+05
  12.5000 6.8506e+05 5.2832e+05 9.0271e+05 5.4369e+05 8.8788e+05 6.4277e+05 7.4374e+05 6.3221e+05 7.3791e+05
  12.7500 6.2500e+05 4.8327e+05 8.2064e+05 4.9723e+05 8.0712e+05 5.8719e+05 6.7764e+05 5.7669e+05 6.7331e+05
  13.0000 5.7103e+05 4.4266e+05 7.4719e+05 4.5538e+05 7.3485e+05 5.3716e+05 6.1836e+05 5.2681e+05 6.1526e+05
  13.2500 5.2246e+05 4.0600e+05 6.8134e+05 4.1760e+05 6.7005e+05 4.9205e+05 5.6508e+05 4.8191e+05 5.6300e+05
  13.5000 4.7866e+05 3.7284e+05 6.2221e+05 3.8346e+05 6.1186e+05 4.5133e+05 5.1712e+05 4.4144e+05 5.1589e+05
  13.7500 4.3912e+05 3.4282e+05 5.6902e+05 3.5254e+05 5.5952e+05 4.1450e+05 4.7388e+05 4.0490e+05 4.7334e+05
  14.0000 4.0336e+05 3.1560e+05 5.2112e+05 3.2452e+05 5.1238e+05 3.8114e+05 4.3483e+05 3.7186e+05 4.3486e+05
  14.2500 3.7098e+05 2.9087e+05 4.7791e+05 2.9907e+05 4.6985e+05 3.5089e+05 3.9952e+05 3.4194e+05 4.0001e+05
  14.5000 3.4161e+05 2.6838e+05 4.3887e+05 2.7593e+05 4.3144e+05 3.2342e+05 3.6754e+05 3.1481e+05 3.6840e+05
  14.7500 3.1493e+05 2.4791e+05 4.0353e+05 2.5487e+05 3.9666e+05 2.9844e+05 3.3853e+05 2.9018e+05 3.3968e+05
  15.0000 2.9067e+05 2.2925e+05 3.7149e+05 2.3568e+05 3.6513e+05 2.7569e+05 3.1217e+05 2.6777e+05 3.1356e+05
  15.2500 2.6857e+05 2.1222e+05 3.4239e+05 2.1816e+05 3.3651e+05 2.5495e+05 2.8819e+05 2.4737e+05 2.8977e+05
  15.5000 2.4842e+05 1.9665e+05 3.1594e+05 2.0216e+05 3.1048e+05 2.3602e+05 2.6635e+05 2.2877e+05 2.6806e+05
  15.7500 2.3002e+05 1.8241e+05 2.9187e+05 1.8751e+05 2.8679e+05 2.1871e+05 2.4643e+05 2.1180e+05 2.4825e+05
  16.0000 2.1321e+05 1.6936e+05 2.6992e+05 1.7410e+05 2.6520e+05 2.0288e+05 2.2825e+05 1.9628e+05 2.3014e+05
  16.2500 1.9782e+05 1.5740e+05 2.4989e+05 1.6180e+05 2.4550e+05 1.8838e+05 2.1162e+05 1.8209e+05 2.1356e+05
  16.5000 1.8373e+05 1.4641e+05 2.3158e+05 1.5051e+05 2.2749e+05 1.7508e+05 1.9640e+05 1.6909e+05 1.9837e+05
  16.7500 1.7080e+05 1.3632e+05 2.1484e+05 1.4014e+05 2.1102e+05 1.6287e+05 1.8246e+05 1.5717e+05 1.8443e+05
  17.0000 1.5894e+05 1.2704e+05 1.9950e+05 1.3059e+05 1.9593e+05 1.5166e+05 1.6968e+05 1.4624e+05 1.7164e+05
  17.2500 1.4804e+05 1.1848e+05 1.8544e+05 1.2180e+05 1.8210e+05 1.4135e+05 1.5794e+05 1.3619e+05 1.5988e+05
  17.5000 1.3801e+05 1.1060e+05 1.7253e+05 1.1370e+05 1.6940e+05 1.3185e+05 1.4714e+05 1.2694e+05 1.4907e+05
  17.7500 1.2877e+05 1.0333e+05 1.6066e+05 1.0622e+05 1.5774e+05 1.2310e+05 1.3721e+05 1.1843e+05 1.3910e+05
  18.0000 1.2024e+05 9.6610e+04 1.4975e+05 9.9319e+04 1.4700e+05 1.1502e+05 1.2806e+05 1.1058e+05 1.2991e+05
  18.2500 1.1238e+05 9.0398e+04 1.3970e+05 9.2935e+04 1.3712e+05 1.0755e+05 1.1961e+05 1.0333e+05 1.2142e+05
  18.5000 1.0510e+05 8.4650e+04 1.3043e+05 8.7028e+04 1.2801e+05 1.0064e+05 1.1181e+05 9.6632e+04 1.1357e+05
  18.7500 9.8372e+04 7.9326e+04 1.2187e+05 8.1558e+04 1.1960e+05 9.4244e+04 1.0460e+05 9.0435e+04 1.0631e+05
  19.0000 9.2142e+04 7.4390e+04 1.1397e+05 7.6486e+04 1.1183e+05 8.8319e+04 9.7926e+04 8.4698e+04 9.9586e+04
  19.2500 8.6370e+04 6.9811e+04 1.0667e+05 7.1782e+04 1.0466e+05 8.2825e+04 9.1748e+04 7.9383e+04 9.3356e+04
  19.5000 8.1017e+04 6.5559e+04 9.9909e+04 6.7414e+04 9.8011e+04 7.7727e+04 8.6023e+04 7.4454e+04 8.7578e+04
  19.7500 7.6049e+04 6.1608e+04 9.3648e+04 6.3354e+04 9.1858e+04 7.2993e+04 8.0714e+04 6.9881e+04 8.2216e+04
  20.0000 7.1435e+04 5.7934e+04 8.7843e+04 5.9579e+04 8.6154e+04 6.8594e+04 7.5785e+04 6.5635e+04 7.7234e+04
  20.2500 6.7147e+04 5.4514e+04 8.2456e+04 5.6066e+04 8.0862e+04 6.4502e+04 7.1207e+04 6.1688e+04 7.2604e+04
  20.5000 6.3158e+04 5.1329e+04 7.7455e+04 5.2793e+04 7.5949e+04 6.0695e+04 6.6951e+04 5.8018e+04 6.8297e+04
  20.7500 5.9445e+04 4.8361e+04 7.2806e+04 4.9743e+04 7.1382e+04 5.7149e+04 6.2991e+04 5.4602e+04 6.4287e+04
  21.0000 5.5987e+04 4.5592e+04 6.8482e+04 4.6897e+04 6.7135e+04 5.3845e+04 5.9305e+04 5.1422e+04 6.0551e+04
  21.2500 5.2764e+04 4.3008e+04 6.4456e+04 4.4242e+04 6.3181e+04 5.0764e+04 5.5871e+04 4.8457e+04 5.7069e+04
  21.5000 4.9757e+04 4.0595e+04 6.0706e+04 4.1761e+04 5.9498e+04 4.7888e+04 5.2669e+04 4.5693e+04 5.3820e+04
  21.7500 4.6949e+04 3.8338e+04 5.7210e+04 3.9441e+04 5.6065e+04 4.5201e+04 4.9680e+04 4.3112e+04 5.0786e+04
  22.0000 4.4325e+04 3.6227e+04 5.3948e+04 3.7271e+04 5.2863e+04 4.2690e+04 4.6889e+04 4.0700e+04 4.7950e+04
  22.2500 4.1872e+04 3.4251e+04 5.0903e+04 3.5240e+04 4.9873e+04 4.0340e+04 4.4280e+04 3.8444e+04 4.5298e+04
  22.5000 3.9576e+04 3.2400e+04 4.8057e+04 3.3337e+04 4.7080e+04 3.8140e+04 4.1839e+04 3.6334e+04 4.2816e+04
  22.7500 3.7426e+04 3.0665e+04 4.5397e+04 3.1553e+04 4.4468e+04 3.6079e+04 3.9555e+04 3.4359e+04 4.0492e+04
  23.0000 3.5412e+04 2.9038e+04 4.2908e+04 2.9880e+04 4.2026e+04 3.4147e+04 3.7416e+04 3.2508e+04 3.8315e+04
  23.2500 3.3524e+04 2.7511e+04 4.0577e+04 2.8310e+04 3.9739e+04 3.2336e+04 3.5412e+04 3.0773e+04 3.6273e+04
  23.5000 3.1752e+04 2.6077e+04 3.8394e+04 2.6836e+04 3.7597e+04 3.0635e+04 3.3532e+04 2.9146e+04 3.4358e+04
  23.7500 3.0090e+04 2.4730e+04 3.6348e+04 2.5452e+04 3.5589e+04 2.9039e+04 3.1768e+04 2.7618e+04 3.2560e+04
  24.0000 2.8528e+04 2.3464e+04 3.4428e+04 2.4150e+04 3.3706e+04 2.7539e+04 3.0112e+04 2.6184e+04 3.0871e+04
  24.2500 2.7061e+04 2.2274e+04 3.2627e+04 2.2925e+04 3.1939e+04 2.6129e+04 2.8557e+04 2.4836e+04 2.9284e+04
  24.5000 2.5681e+04 2.1153e+04 3.0935e+04 2.1773e+04 3.0280e+04 2.4803e+04 2.7095e+04 2.3569e+04 2.7792e+04
  24.7500 2.4383e+04 2.0098e+04 2.9345e+04 2.0688e+04 2.8720e+04 2.3555e+04 2.5720e+04 2.2378e+04 2.6388e+04
  25.0000 2.3162e+04 1.9105e+04 2.7850e+04 1.9666e+04 2.7255e+04 2.2380e+04 2.4426e+04 2.1256e+04 2.5066e+04
  25.2500 2.2011e+04 1.8168e+04 2.6443e+04 1.8704e+04 2.5876e+04 2.1273e+04 2.3208e+04 2.0200e+04 2.3822e+04
  25.5000 2.0927e+04 1.7286e+04 2.5120e+04 1.7795e+04 2.4578e+04 2.0230e+04 2.2060e+04 1.9204e+04 2.2649e+04
  25.7500 1.9905e+04 1.6453e+04 2.3873e+04 1.6939e+04 2.3356e+04 1.9246e+04 2.0979e+04 1.8266e+04 2.1543e+04
  26.0000 1.8941e+04 1.5667e+04 2.2698e+04 1.6130e+04 2.2204e+04 1.8318e+04 1.9959e+04 1.7382e+04 2.0500e+04
  26.2500 1.8032e+04 1.4924e+04 2.1590e+04 1.5366e+04 2.1118e+04 1.7442e+04 1.8997e+04 1.6547e+04 1.9516e+04
  26.5000 1.7173e+04 1.4223e+04 2.0545e+04 1.4645e+04 2.0094e+04 1.6614e+04 1.8089e+04 1.5758e+04 1.8586e+04
  26.7500 1.6361e+04 1.3559e+04 1.9559e+04 1.3962e+04 1.9128e+04 1.5833e+04 1.7231e+04 1.5014e+04 1.7708e+04
  27.0000 1.5594e+04 1.2932e+04 1.8628e+04 1.3316e+04 1.8216e+04 1.5093e+04 1.6420e+04 1.4310e+04 1.6878e+04
  27.2500 1.4869e+04 1.2338e+04 1.7748e+04 1.2705e+04 1.7354e+04 1.4394e+04 1.5654e+04 1.3644e+04 1.6093e+04
  27.5000 1.4183e+04 1.1775e+04 1.6917e+04 1.2127e+04 1.6540e+04 1.3732e+04 1.4930e+04 1.3015e+04 1.5351e+04
  27.7500 1.3534e+04 1.1243e+04 1.6131e+04 1.1578e+04 1.5770e+04 1.3106e+04 1.4244e+04 1.2419e+04 1.4648e+04
  28.0000 1.2919e+04 1.0738e+04 1.5388e+04 1.1059e+04 1.5042e+04 1.2513e+04 1.3594e+04 1.1855e+04 1.3983e+04
  28.2500 1.2337e+04 1.0260e+04 1.4684e+04 1.0567e+04 1.4353e+04 1.1951e+04 1.2980e+04 1.1321e+04 1.3352e+04
  28.5000 1.1785e+04 9.8061e+03 1.4018e+04 1.0100e+04 1.3700e+04 1.1418e+04 1.2397e+04 1.0815e+04 1.2755e+04
  28.7500 1.1262e+04 9.3756e+03 1.3386e+04 9.6566e+03 1.3082e+04 1.0913e+04 1.1845e+04 1.0335e+04 1.2189e+04
  29.0000 1.0765e+04 8.9671e+03 1.2788e+04 9.2361e+03 1.2497e+04 1.0434e+04 1.1321e+04 9.8794e+03 1.1651e+04
  29.2500 1.0295e+04 8.5792e+03 1.2221e+04 8.8368e+03 1.1942e+04 9.9788e+03 1.0824e+04 9.4475e+03 1.1142e+04
  29.5000 9.8476e+03 8.2108e+03 1.1683e+04 8.4575e+03 1.1415e+04 9.5469e+03 1.0353e+04 9.0375e+03 1.0658e+04
  29.7500 9.4231e+03 7.8608e+03 1.1173e+04 8.0971e+03 1.0916e+04 9.1368e+03 9.9053e+03 8.6481e+03 1.0198e+04
  30.0000 9.0199e+03 7.5281e+03 1.0688e+04 7.7546e+03 1.0442e+04 8.7470e+03 9.4801e+03 8.2783e+03 9.7616e+03
  30.2500 8.6367e+03 7.2117e+03 1.0228e+04 7.4288e+03 9.9912e+03 8.3765e+03 9.0761e+03 7.9268e+03 9.3467e+03
  30.5000 8.2724e+03 6.9108e+03 9.7907e+03 7.1190e+03 9.5635e+03 8.0243e+03 8.6921e+03 7.5926e+03 8.9523e+03
  30.7500 7.9259e+03 6.6244e+03 9.3752e+03 6.8241e+03 9.1570e+03 7.6892e+03 8.3269e+03 7.2748e+03 8.5771e+03
  31.0000 7.5962e+03 6.3519e+03 8.9801e+03 6.5435e+03 8.7706e+03 7.3703e+03 7.9795e+03 6.9725e+03 8.2201e+03
  31.2500 7.2825e+03 6.0924e+03 8.6044e+03 6.2763e+03 8.4030e+03 7.0668e+03 7.6490e+03 6.6847e+03 7.8804e+03
  31.5000 6.9837e+03 5.8452e+03 8.2468e+03 6.0218e+03 8.0533e+03 6.7778e+03 7.3343e+03 6.4107e+03 7.5569e+03
  31.7500 6.6992e+03 5.6097e+03 7.9065e+03 5.7792e+03 7.7204e+03 6.5024e+03 7.0346e+03 6.1498e+03 7.2488e+03
  32.0000 6.4281e+03 5.3852e+03 7.5824e+03 5.5480e+03 7.4035e+03 6.2401e+03 6.7491e+03 5.9011e+03 6.9553e+03
  32.2500 6.1698e+03 5.1711e+03 7.2738e+03 5.3275e+03 7.1018e+03 5.9899e+03 6.4771e+03 5.6642e+03 6.6755e+03
  32.5000 5.9235e+03 4.9668e+03 6.9798e+03 5.1172e+03 6.8143e+03 5.7515e+03 6.2179e+03 5.4382e+03 6.4088e+03
  32.7500 5.6886e+03 4.7719e+03 6.6995e+03 4.9164e+03 6.5403e+03 5.5240e+03 5.9706e+03 5.2228e+03 6.1544e+03
  33.0000 5.4644e+03 4.5859e+03 6.4323e+03 4.7248e+03 6.2791e+03 5.3070e+03 5.7348e+03 5.0172e+03 5.9118e+03
  33.2500 5.2506e+03 4.4083e+03 6.1775e+03 4.5419e+03 6.0300e+03 5.0998e+03 5.5097e+03 4.8211e+03 5.6802e+03
  33.5000 5.0464e+03 4.2386e+03 5.9344e+03 4.3671e+03 5.7924e+03 4.9020e+03 5.2950e+03 4.6338e+03 5.4591e+03
  33.7500 4.8514e+03 4.0765e+03 5.7024e+03 4.2001e+03 5.5656e+03 4.7131e+03 5.0899e+03 4.4549e+03 5.2480e+03
  34.0000 4.6652e+03 3.9216e+03 5.4810e+03 4.0405e+03 5.3492e+03 4.5327e+03 4.8940e+03 4.2841e+03 5.0464e+03
  34.2500 4.4872e+03 3.7735e+03 5.2695e+03 3.8880e+03 5.1425e+03 4.3602e+03 4.7069e+03 4.1209e+03 4.8537e+03
  34.5000 4.3171e+03 3.6318e+03 5.0674e+03 3.7421e+03 4.9451e+03 4.1954e+03 4.5281e+03 3.9648e+03 4.6695e+03
  34.7500 4.1545e+03 3.4964e+03 4.8744e+03 3.6025e+03 4.7564e+03 4.0377e+03 4.3571e+03 3.8157e+03 4.4934e+03
  35.0000 3.9990e+03 3.3668e+03 4.6899e+03 3.4690e+03 4.5761e+03 3.8870e+03 4.1937e+03 3.6730e+03 4.3251e+03
  35.2500 3.8502e+03 3.2427e+03 4.5134e+03 3.3412e+03 4.4038e+03 3.7427e+03 4.0373e+03 3.5365e+03 4.1640e+03
  35.5000 3.7079e+03 3.1240e+03 4.3447e+03 3.2188e+03 4.2389e+03 3.6047e+03 3.8877e+03 3.4059e+03 4.0098e+03
  35.7500 3.5716e+03 3.0102e+03 4.1833e+03 3.1017e+03 4.0812e+03 3.4725e+03 3.7445e+03 3.2809e+03 3.8623e+03
  36.0000 3.4411e+03 2.9013e+03 4.0288e+03 2.9894e+03 3.9303e+03 3.3459e+03 3.6074e+03 3.1612e+03 3.7211e+03
  36.2500 3.3162e+03 2.7969e+03 3.8809e+03 2.8819e+03 3.7859e+03 3.2247e+03 3.4762e+03 3.0466e+03 3.5858e+03
  36.5000 3.1964e+03 2.6969e+03 3.7393e+03 2.7789e+03 3.6476e+03 3.1086e+03 3.3504e+03 2.9368e+03 3.4562e+03
  36.7500 3.0817e+03 2.6010e+03 3.6037e+03 2.6801e+03 3.5152e+03 2.9973e+03 3.2300e+03 2.8315e+03 3.3320e+03
  37.0000 2.9718e+03 2.5091e+03 3.4738e+03 2.5854e+03 3.3883e+03 2.8906e+03 3.1145e+03 2.7306e+03 3.2130e+03
  37.2500 2.8664e+03 2.4209e+03 3.3493e+03 2.4945e+03 3.2667e+03 2.7883e+03 3.0038e+03 2.6339e+03 3.0989e+03
  37.5000 2.7653e+03 2.3364e+03 3.2300e+03 2.4074e+03 3.1502e+03 2.6902e+03 2.8977e+03 2.5412e+03 2.9895e+03
  37.7500 2.6683e+03 2.2552e+03 3.1155e+03 2.3238e+03 3.0384e+03 2.5960e+03 2.7959e+03 2.4522e+03 2.8845e+03
  38.0000 2.5753e+03 2.1773e+03 3.0058e+03 2.2435e+03 2.9313e+03 2.5057e+03 2.6983e+03 2.3669e+03 2.7838e+03
  38.2500 2.4860e+03 2.1025e+03 2.9005e+03 2.1664e+03 2.8285e+03 2.4190e+03 2.6046e+03 2.2849e+03 2.6872e+03
  38.5000 2.4003e+03 2.0307e+03 2.7995e+03 2.0924e+03 2.7299e+03 2.3358e+03 2.5146e+03 2.2063e+03 2.5944e+03
  38.7500 2.3180e+03 1.9618e+03 2.7025e+03 2.0214e+03 2.6352e+03 2.2559e+03 2.4282e+03 2.1308e+03 2.5053e+03
  39.0000 2.2390e+03 1.8955e+03 2.6095e+03 1.9531e+03 2.5444e+03 2.1791e+03 2.3453e+03 2.0583e+03 2.4198e+03
  39.2500 2.1631e+03 1.8318e+03 2.5201e+03 1.8875e+03 2.4572e+03 2.1054e+03 2.2657e+03 1.9886e+03 2.3376e+03
  39.5000 2.0902e+03 1.7706e+03 2.4343e+03 1.8244e+03 2.3734e+03 2.0345e+03 2.1892e+03 1.9217e+03 2.2587e+03
  39.7500 2.0201e+03 1.7118e+03 2.3519e+03 1.7638e+03 2.2930e+03 1.9664e+03 2.1157e+03 1.8574e+03 2.1828e+03
  40.0000 1.9527e+03 1.6552e+03 2.2727e+03 1.7055e+03 2.2157e+03 1.9010e+03 2.0450e+03 1.7955e+03 2.1099e+03
  40.2500 1.8880e+03 1.6008e+03 2.1966e+03 1.6494e+03 2.1414e+03 1.8380e+03 1.9770e+03 1.7361e+03 2.0398e+03
  40.5000 1.8257e+03 1.5484e+03 2.1234e+03 1.5955e+03 2.0700e+03 1.7775e+03 1.9117e+03 1.6789e+03 1.9724e+03
  40.7500 1.7658e+03 1.4981e+03 2.0530e+03 1.5436e+03 2.0013e+03 1.7192e+03 1.8489e+03 1.6239e+03 1.9076e+03
  41.0000 1.7081e+03 1.4496e+03 1.9854e+03 1.4936e+03 1.9353e+03 1.6632e+03 1.7885e+03 1.5710e+03 1.8452e+03
  41.2500 1.6527e+03 1.4029e+03 1.9203e+03 1.4455e+03 1.8719e+03 1.6093e+03 1.7303e+03 1.5200e+03 1.7852e+03
  41.5000 1.5993e+03 1.3580e+03 1.8578e+03 1.3992e+03 1.8108e+03 1.5574e+03 1.6743e+03 1.4710e+03 1.7275e+03
  41.7500 1.5479e+03 1.3147e+03 1.7975e+03 1.3546e+03 1.7520e+03 1.5074e+03 1.6205e+03 1.4238e+03 1.6719e+03
  42.0000 1.4984e+03 1.2730e+03 1.7395e+03 1.3117e+03 1.6955e+03 1.4593e+03 1.5686e+03 1.3784e+03 1.6184e+03
  42.2500 1.4508e+03 1.2329e+03 1.6837e+03 1.2703e+03 1.6410e+03 1.4130e+03 1.5186e+03 1.3346e+03 1.5668e+03
  42.5000 1.4049e+03 1.1942e+03 1.6300e+03 1.2305e+03 1.5886e+03 1.3683e+03 1.4705e+03 1.2925e+03 1.5172e+03
  42.7500 1.3606e+03 1.1569e+03 1.5782e+03 1.1920e+03 1.5381e+03 1.3253e+03 1.4242e+03 1.2518e+03 1.4693e+03
  43.0000 1.3180e+03 1.1210e+03 1.5283e+03 1.1550e+03 1.4894e+03 1.2839e+03 1.3795e+03 1.2127e+03 1.4232e+03
  43.2500 1.2770e+03 1.0863e+03 1.4803e+03 1.1193e+03 1.4426e+03 1.2439e+03 1.3365e+03 1.1750e+03 1.3788e+03
  43.5000 1.2373e+03 1.0529e+03 1.4340e+03 1.0849e+03 1.3974e+03 1.2054e+03 1.2950e+03 1.1386e+03 1.3360e+03
  43.7500 1.1992e+03 1.0207e+03 1.3894e+03 1.0517e+03 1.3539e+03 1.1683e+03 1.2550e+03 1.1035e+03 1.2947e+03
  44.0000 1.1623e+03 9.8956e+02 1.3463e+03 1.0196e+03 1.3119e+03 1.1324e+03 1.2164e+03 1.0697e+03 1.2549e+03
  44.2500 1.1268e+03 9.5956e+02 1.3049e+03 9.8870e+02 1.2715e+03 1.0979e+03 1.1792e+03 1.0371e+03 1.2165e+03
  44.5000 1.0926e+03 9.3061e+02 1.2648e+03 9.5887e+02 1.2324e+03 1.0645e+03 1.1433e+03 1.0056e+03 1.1794e+03
  44.7500 1.0595e+03 9.0266e+02 1.2262e+03 9.3007e+02 1.1948e+03 1.0324e+03 1.1086e+03 9.7519e+02 1.1437e+03
  45.0000 1.0276e+03 8.7569e+02 1.1890e+03 9.0228e+02 1.1585e+03 1.0013e+03 1.0752e+03 9.4586e+02 1.1092e+03
  45.2500 9.9680e+02 8.4964e+02 1.1531e+03 8.7544e+02 1.1235e+03 9.7133e+02 1.0429e+03 9.1755e+02 1.0759e+03
  45.5000 9.6706e+02 8.2449e+02 1.1184e+03 8.4952e+02 1.0896e+03 9.4239e+02 1.0118e+03 8.9022e+02 1.0437e+03
