pt,central,min,max,min_sc,max_sc,min_mass,max_mass,min_pdf,max_pdf,fr55,fr22,fr21,fr12,fr15,fr51
4.7500, 2.5302e+08, 1.3781e+08, 4.2479e+08, 1.4635e+08, 4.1580e+08, 2.1621e+08, 3.0271e+08, 2.2979e+08, 2.7626e+08
5.0000, 2.1455e+08, 1.2134e+08, 3.5469e+08, 1.2848e+08, 3.4732e+08, 1.8443e+08, 2.5505e+08, 1.9526e+08, 2.3383e+08
5.2500, 1.8263e+08, 1.0684e+08, 2.9759e+08, 1.1282e+08, 2.9152e+08, 1.5788e+08, 2.1580e+08, 1.6653e+08, 1.9873e+08
5.5000, 1.5606e+08, 9.4067e+07, 2.5086e+08, 9.9111e+07, 2.4584e+08, 1.3564e+08, 1.8333e+08, 1.4254e+08, 1.6959e+08
5.7500, 1.3386e+08, 8.2893e+07, 2.1244e+08, 8.7165e+07, 2.0827e+08, 1.1693e+08, 1.5640e+08, 1.2243e+08, 1.4529e+08
6.0000, 1.1523e+08, 7.3132e+07, 1.8070e+08, 7.6767e+07, 1.7721e+08, 1.0114e+08, 1.3395e+08, 1.0552e+08, 1.2493e+08
6.2500, 9.9537e+07, 6.4602e+07, 1.5434e+08, 6.7709e+07, 1.5140e+08, 8.7757e+07, 1.1516e+08, 9.1251e+07, 1.0782e+08
6.5000, 8.6277e+07, 5.7142e+07, 1.3234e+08, 5.9809e+07, 1.2987e+08, 7.6390e+07, 9.9364e+07, 7.9170e+07, 9.3384e+07
6.7500, 7.5029e+07, 5.0615e+07, 1.1391e+08, 5.2911e+07, 1.1181e+08, 6.6701e+07, 8.6039e+07, 6.8907e+07, 8.1152e+07
7.0000, 6.5450e+07, 4.4901e+07, 9.8406e+07, 4.6886e+07, 9.6620e+07, 5.8410e+07, 7.4748e+07, 6.0154e+07, 7.0747e+07
7.2500, 5.7265e+07, 3.9895e+07, 8.5312e+07, 4.1616e+07, 8.3786e+07, 5.1293e+07, 6.5147e+07, 5.2665e+07, 6.1865e+07
7.5000, 5.0247e+07, 3.5504e+07, 7.4209e+07, 3.7001e+07, 7.2899e+07, 4.5165e+07, 5.6954e+07, 4.6237e+07, 5.4258e+07
7.7500, 4.4213e+07, 3.1454e+07, 6.4757e+07, 3.2739e+07, 6.3628e+07, 3.9874e+07, 4.9940e+07, 4.0705e+07, 4.7722e+07
8.0000, 3.9010e+07, 2.7926e+07, 5.6683e+07, 2.9032e+07, 5.5706e+07, 3.5293e+07, 4.3917e+07, 3.5930e+07, 4.2090e+07
8.2500, 3.4510e+07, 2.4852e+07, 4.9763e+07, 2.5808e+07, 4.8915e+07, 3.1317e+07, 3.8730e+07, 3.1797e+07, 3.7223e+07
8.5000, 3.0607e+07, 2.2166e+07, 4.3816e+07, 2.2996e+07, 4.3076e+07, 2.7855e+07, 3.4248e+07, 2.8211e+07, 3.3004e+07
8.7500, 2.7212e+07, 1.9813e+07, 3.8686e+07, 2.0536e+07, 3.8038e+07, 2.4833e+07, 3.0363e+07, 2.5089e+07, 2.9335e+07
9.0000, 2.4250e+07, 1.7748e+07, 3.4248e+07, 1.8379e+07, 3.3679e+07, 2.2188e+07, 2.6986e+07, 2.2364e+07, 2.6137e+07
9.2500, 2.1660e+07, 1.5929e+07, 3.0396e+07, 1.6483e+07, 2.9896e+07, 1.9867e+07, 2.4042e+07, 1.9979e+07, 2.3340e+07
9.5000, 1.9388e+07, 1.4326e+07, 2.7045e+07, 1.4813e+07, 2.6602e+07, 1.7826e+07, 2.1469e+07, 1.7887e+07, 2.0889e+07
9.7500, 1.7391e+07, 1.2908e+07, 2.4120e+07, 1.3338e+07, 2.3727e+07, 1.6026e+07, 1.9214e+07, 1.6047e+07, 1.8736e+07
10.0000, 1.5632e+07, 1.1652e+07, 2.1560e+07, 1.2033e+07, 2.1211e+07, 1.4436e+07, 1.7233e+07, 1.4426e+07, 1.6839e+07
10.2500, 1.4079e+07, 1.0537e+07, 1.9314e+07, 1.0876e+07, 1.9003e+07, 1.3028e+07, 1.5489e+07, 1.2994e+07, 1.5164e+07
10.5000, 1.2705e+07, 9.5458e+06, 1.7339e+07, 9.8470e+06, 1.7060e+07, 1.1779e+07, 1.3949e+07, 1.1727e+07, 1.3682e+07
10.7500, 1.1485e+07, 8.6621e+06, 1.5597e+07, 8.9312e+06, 1.5347e+07, 1.0669e+07, 1.2587e+07, 1.0602e+07, 1.2369e+07
11.0000, 1.0402e+07, 7.8730e+06, 1.4058e+07, 8.1140e+06, 1.3833e+07, 9.6794e+06, 1.1379e+07, 9.6024e+06, 1.1201e+07
11.2500, 9.4365e+06, 7.1671e+06, 1.2695e+07, 7.3835e+06, 1.2493e+07, 8.7961e+06, 1.0306e+07, 8.7118e+06, 1.0161e+07
11.5000, 8.5752e+06, 6.5345e+06, 1.1486e+07, 6.7293e+06, 1.1303e+07, 8.0062e+06, 9.3499e+06, 7.9168e+06, 9.2337e+06
11.7500, 7.8051e+06, 5.9666e+06, 1.0410e+07, 6.1425e+06, 1.0244e+07, 7.2985e+06, 8.4971e+06, 7.2059e+06, 8.4043e+06
12.0000, 7.1153e+06, 5.4560e+06, 9.4521e+06, 5.6151e+06, 9.3013e+06, 6.6633e+06, 7.7348e+06, 6.5690e+06, 7.6616e+06
12.2500, 6.4964e+06, 4.9961e+06, 8.5962e+06, 5.1403e+06, 8.4589e+06, 6.0923e+06, 7.0521e+06, 5.9976e+06, 6.9952e+06
12.5000, 5.9401e+06, 4.5812e+06, 7.8302e+06, 4.7123e+06, 7.7050e+06, 5.5781e+06, 6.4395e+06, 5.4839e+06, 6.3962e+06
12.7500, 5.4391e+06, 4.2063e+06, 7.1435e+06, 4.3257e+06, 7.0292e+06, 5.1143e+06, 5.8889e+06, 5.0214e+06, 5.8569e+06
13.0000, 4.9874e+06, 3.8671e+06, 6.5269e+06, 3.9760e+06, 6.4222e+06, 4.6953e+06, 5.3932e+06, 4.6042e+06, 5.3705e+06
13.2500, 4.5793e+06, 3.5597e+06, 5.9723e+06, 3.6592e+06, 5.8762e+06, 4.3162e+06, 4.9460e+06, 4.2274e+06, 4.9312e+06
13.5000, 4.2101e+06, 3.2807e+06, 5.4725e+06, 3.3718e+06, 5.3843e+06, 3.9727e+06, 4.5421e+06, 3.8864e+06, 4.5338e+06
13.7500, 3.8755e+06, 3.0272e+06, 5.0216e+06, 3.1108e+06, 4.9404e+06, 3.6610e+06, 4.1767e+06, 3.5775e+06, 4.1736e+06
14.0000, 3.5720e+06, 2.7964e+06, 4.6141e+06, 2.8732e+06, 4.5392e+06, 3.3778e+06, 3.8456e+06, 3.2971e+06, 3.8469e+06
14.2500, 3.2962e+06, 2.5862e+06, 4.2452e+06, 2.6569e+06, 4.1761e+06, 3.1201e+06, 3.5452e+06, 3.0424e+06, 3.5501e+06
14.5000, 3.0453e+06, 2.3943e+06, 3.9109e+06, 2.4596e+06, 3.8470e+06, 2.8853e+06, 3.2722e+06, 2.8106e+06, 3.2800e+06
14.7500, 2.8166e+06, 2.2191e+06, 3.6073e+06, 2.2793e+06, 3.5482e+06, 2.6711e+06, 3.0238e+06, 2.5994e+06, 3.0338e+06
15.0000, 2.6080e+06, 2.0588e+06, 3.3312e+06, 2.1145e+06, 3.2763e+06, 2.4754e+06, 2.7973e+06, 2.4067e+06, 2.8093e+06
15.2500, 2.4174e+06, 1.9120e+06, 3.0797e+06, 1.9636e+06, 3.0287e+06, 2.2964e+06, 2.5907e+06, 2.2306e+06, 2.6041e+06
15.5000, 2.2430e+06, 1.7774e+06, 2.8503e+06, 1.8253e+06, 2.8029e+06, 2.1326e+06, 2.4019e+06, 2.0696e+06, 2.4164e+06
15.7500, 2.0834e+06, 1.6539e+06, 2.6408e+06, 1.6983e+06, 2.5967e+06, 1.9823e+06, 2.2292e+06, 1.9222e+06, 2.2446e+06
16.0000, 1.9370e+06, 1.5404e+06, 2.4494e+06, 1.5817e+06, 2.4082e+06, 1.8444e+06, 2.0710e+06, 1.7870e+06, 2.0870e+06
16.2500, 1.8026e+06, 1.4359e+06, 2.2741e+06, 1.4744e+06, 2.2357e+06, 1.7177e+06, 1.9260e+06, 1.6629e+06, 1.9423e+06
16.5000, 1.6791e+06, 1.3398e+06, 2.1136e+06, 1.3756e+06, 2.0777e+06, 1.6011e+06, 1.7928e+06, 1.5489e+06, 1.8094e+06
16.7500, 1.5655e+06, 1.2511e+06, 1.9663e+06, 1.2846e+06, 1.9327e+06, 1.4938e+06, 1.6704e+06, 1.4440e+06, 1.6871e+06
17.0000, 1.4609e+06, 1.1694e+06, 1.8310e+06, 1.2006e+06, 1.7996e+06, 1.3949e+06, 1.5578e+06, 1.3474e+06, 1.5745e+06
17.2500, 1.3645e+06, 1.0938e+06, 1.7067e+06, 1.1230e+06, 1.6772e+06, 1.3036e+06, 1.4541e+06, 1.2584e+06, 1.4706e+06
17.5000, 1.2755e+06, 1.0240e+06, 1.5923e+06, 1.0514e+06, 1.5646e+06, 1.2194e+06, 1.3585e+06, 1.1762e+06, 1.3749e+06
17.7500, 1.1934e+06, 9.5939e+05, 1.4868e+06, 9.8502e+05, 1.4609e+06, 1.1415e+06, 1.2702e+06, 1.1004e+06, 1.2864e+06
18.0000, 1.1174e+06, 8.9953e+05, 1.3896e+06, 9.2358e+05, 1.3652e+06, 1.0694e+06, 1.1887e+06, 1.0302e+06, 1.2046e+06
18.2500, 1.0470e+06, 8.4405e+05, 1.2998e+06, 8.6663e+05, 1.2768e+06, 1.0026e+06, 1.1133e+06, 9.6530e+05, 1.1288e+06
18.5000, 9.8190e+05, 7.9256e+05, 1.2167e+06, 8.1378e+05, 1.1951e+06, 9.4072e+05, 1.0435e+06, 9.0516e+05, 1.0587e+06
18.7500, 9.2149e+05, 7.4474e+05, 1.1399e+06, 7.6470e+05, 1.1195e+06, 8.8329e+05, 9.7879e+05, 8.4940e+05, 9.9362e+05
19.0000, 8.6543e+05, 7.0030e+05, 1.0688e+06, 7.1909e+05, 1.0495e+06, 8.2995e+05, 9.1880e+05, 7.9765e+05, 9.3324e+05
19.2500, 8.1336e+05, 6.5895e+05, 1.0028e+06, 6.7666e+05, 9.8466e+05, 7.8038e+05, 8.6312e+05, 7.4959e+05, 8.7716e+05
19.5000, 7.6495e+05, 6.2046e+05, 9.4163e+05, 6.3716e+05, 9.2448e+05, 7.3427e+05, 8.1139e+05, 7.0492e+05, 8.2502e+05
19.7500, 7.1992e+05, 5.8460e+05, 8.8482e+05, 6.0036e+05, 8.6860e+05, 6.9134e+05, 7.6329e+05, 6.6337e+05, 7.7651e+05
20.0000, 6.7800e+05, 5.5117e+05, 8.3202e+05, 5.6605e+05, 8.1668e+05, 6.5136e+05, 7.1854e+05, 6.2468e+05, 7.3135e+05
20.2500, 6.3893e+05, 5.1997e+05, 7.8292e+05, 5.3403e+05, 7.6839e+05, 6.1408e+05, 6.7687e+05, 5.8863e+05, 6.8926e+05
20.5000, 6.0250e+05, 4.9084e+05, 7.3722e+05, 5.0414e+05, 7.2345e+05, 5.7930e+05, 6.3803e+05, 5.5502e+05, 6.5001e+05
20.7500, 5.6851e+05, 4.6362e+05, 6.9465e+05, 4.7621e+05, 6.8160e+05, 5.4682e+05, 6.0180e+05, 5.2366e+05, 6.1339e+05
21.0000, 5.3677e+05, 4.3817e+05, 6.5496e+05, 4.5009e+05, 6.4258e+05, 5.1648e+05, 5.6799e+05, 4.9438e+05, 5.7918e+05
21.2500, 5.0710e+05, 4.1436e+05, 6.1794e+05, 4.2566e+05, 6.0618e+05, 4.8812e+05, 5.3642e+05, 4.6701e+05, 5.4722e+05
21.5000, 4.7936e+05, 3.9207e+05, 5.8338e+05, 4.0278e+05, 5.7220e+05, 4.6158e+05, 5.0690e+05, 4.4142e+05, 5.1732e+05
21.7500, 4.5340e+05, 3.7117e+05, 5.5108e+05, 3.8134e+05, 5.4046e+05, 4.3672e+05, 4.7929e+05, 4.1748e+05, 4.8934e+05
22.0000, 4.2908e+05, 3.5158e+05, 5.2088e+05, 3.6124e+05, 5.1078e+05, 4.1344e+05, 4.5344e+05, 3.9505e+05, 4.6313e+05
22.2500, 4.0629e+05, 3.3320e+05, 4.9262e+05, 3.4238e+05, 4.8301e+05, 3.9160e+05, 4.2922e+05, 3.7403e+05, 4.3857e+05
22.5000, 3.8492e+05, 3.1595e+05, 4.6616e+05, 3.2467e+05, 4.5701e+05, 3.7112e+05, 4.0653e+05, 3.5432e+05, 4.1553e+05
22.7500, 3.6486e+05, 2.9974e+05, 4.4137e+05, 3.0803e+05, 4.3264e+05, 3.5189e+05, 3.8523e+05, 3.3583e+05, 3.9391e+05
23.0000, 3.4603e+05, 2.8450e+05, 4.1812e+05, 2.9240e+05, 4.0981e+05, 3.3382e+05, 3.6525e+05, 3.1847e+05, 3.7360e+05
23.2500, 3.2834e+05, 2.7017e+05, 3.9631e+05, 2.7769e+05, 3.8838e+05, 3.1685e+05, 3.4648e+05, 3.0216e+05, 3.5453e+05
23.5000, 3.1170e+05, 2.5669e+05, 3.7583e+05, 2.6385e+05, 3.6827e+05, 3.0088e+05, 3.2884e+05, 2.8682e+05, 3.3659e+05
23.7500, 2.9606e+05, 2.4399e+05, 3.5660e+05, 2.5082e+05, 3.4938e+05, 2.8585e+05, 3.1226e+05, 2.7240e+05, 3.1972e+05
24.0000, 2.8133e+05, 2.3203e+05, 3.3852e+05, 2.3854e+05, 3.3162e+05, 2.7170e+05, 2.9665e+05, 2.5883e+05, 3.0384e+05
24.2500, 2.6746e+05, 2.2076e+05, 3.2152e+05, 2.2696e+05, 3.1493e+05, 2.5838e+05, 2.8196e+05, 2.4605e+05, 2.8889e+05
24.5000, 2.5440e+05, 2.1012e+05, 3.0552e+05, 2.1605e+05, 2.9922e+05, 2.4582e+05, 2.6813e+05, 2.3401e+05, 2.7479e+05
24.7500, 2.4208e+05, 2.0009e+05, 2.9045e+05, 2.0575e+05, 2.8442e+05, 2.3397e+05, 2.5509e+05, 2.2266e+05, 2.6151e+05
25.0000, 2.3046e+05, 1.9062e+05, 2.7625e+05, 1.9602e+05, 2.7049e+05, 2.2279e+05, 2.4279e+05, 2.1195e+05, 2.4898e+05
25.2500, 2.1950e+05, 1.8167e+05, 2.6287e+05, 1.8684e+05, 2.5735e+05, 2.1224e+05, 2.3119e+05, 2.0185e+05, 2.3715e+05
25.5000, 2.0914e+05, 1.7322e+05, 2.5025e+05, 1.7816e+05, 2.4497e+05, 2.0228e+05, 2.2024e+05, 1.9231e+05, 2.2598e+05
25.7500, 1.9936e+05, 1.6523e+05, 2.3834e+05, 1.6995e+05, 2.3328e+05, 1.9286e+05, 2.0990e+05, 1.8330e+05, 2.1543e+05
26.0000, 1.9012e+05, 1.5767e+05, 2.2710e+05, 1.6219e+05, 2.2225e+05, 1.8396e+05, 2.0013e+05, 1.7479e+05, 2.0546e+05
26.2500, 1.8138e+05, 1.5051e+05, 2.1648e+05, 1.5484e+05, 2.1182e+05, 1.7554e+05, 1.9090e+05, 1.6674e+05, 1.9602e+05
26.5000, 1.7311e+05, 1.4374e+05, 2.0644e+05, 1.4788e+05, 2.0198e+05, 1.6757e+05, 1.8216e+05, 1.5912e+05, 1.8710e+05
26.7500, 1.6528e+05, 1.3732e+05, 1.9695e+05, 1.4129e+05, 1.9267e+05, 1.6002e+05, 1.7389e+05, 1.5192e+05, 1.7865e+05
27.0000, 1.5787e+05, 1.3124e+05, 1.8797e+05, 1.3504e+05, 1.8386e+05, 1.5287e+05, 1.6606e+05, 1.4509e+05, 1.7065e+05
27.2500, 1.5084e+05, 1.2547e+05, 1.7947e+05, 1.2912e+05, 1.7552e+05, 1.4610e+05, 1.5864e+05, 1.3862e+05, 1.6307e+05
27.5000, 1.4419e+05, 1.2000e+05, 1.7142e+05, 1.2350e+05, 1.6763e+05, 1.3968e+05, 1.5162e+05, 1.3249e+05, 1.5588e+05
27.7500, 1.3787e+05, 1.1481e+05, 1.6379e+05, 1.1817e+05, 1.6015e+05, 1.3358e+05, 1.4495e+05, 1.2668e+05, 1.4907e+05
28.0000, 1.3188e+05, 1.0988e+05, 1.5657e+05, 1.1311e+05, 1.5307e+05, 1.2780e+05, 1.3863e+05, 1.2117e+05, 1.4260e+05
28.2500, 1.2620e+05, 1.0520e+05, 1.4971e+05, 1.0830e+05, 1.4635e+05, 1.2231e+05, 1.3264e+05, 1.1594e+05, 1.3647e+05
28.5000, 1.2080e+05, 1.0075e+05, 1.4321e+05, 1.0373e+05, 1.3998e+05, 1.1710e+05, 1.2694e+05, 1.1097e+05, 1.3064e+05
28.7500, 1.1568e+05, 9.6527e+04, 1.3704e+05, 9.9385e+04, 1.3393e+05, 1.1215e+05, 1.2154e+05, 1.0625e+05, 1.2510e+05
29.0000, 1.1080e+05, 9.2507e+04, 1.3118e+05, 9.5255e+04, 1.2819e+05, 1.0744e+05, 1.1640e+05, 1.0177e+05, 1.1984e+05
29.2500, 1.0617e+05, 8.8683e+04, 1.2562e+05, 9.1325e+04, 1.2274e+05, 1.0296e+05, 1.1152e+05, 9.7504e+04, 1.1484e+05
29.5000, 1.0177e+05, 8.5045e+04, 1.2033e+05, 8.7586e+04, 1.1756e+05, 9.8707e+04, 1.0687e+05, 9.3452e+04, 1.1008e+05
29.7500, 9.7578e+04, 8.1581e+04, 1.1531e+05, 8.4026e+04, 1.1264e+05, 9.4656e+04, 1.0246e+05, 8.9596e+04, 1.0556e+05
30.0000, 9.3589e+04, 7.8283e+04, 1.1053e+05, 8.0636e+04, 1.0796e+05, 9.0799e+04, 9.8256e+04, 8.5927e+04, 1.0125e+05
