pt,central,min,max,min_sc,max_sc,min_mass,max_mass,min_pdf,max_pdf,fr55,fr22,fr21,fr12,fr15,fr51
0.0000, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00, 0.0000e+00
0.2500, 9.2121e+07, 3.6332e+07, 3.4961e+08, 4.4294e+07, 3.4961e+08, 6.3399e+07, 9.2121e+07, 3.0362e+08, 2.7206e+08, 3.4961e+08, 4.4294e+07, 3.4784e+08, 6.3445e+07
0.5000, 1.8639e+08, 8.7658e+07, 6.3848e+08, 9.2645e+07, 6.3848e+08, 1.5541e+08, 1.8639e+08, 4.2885e+08, 4.8455e+08, 5.7402e+08, 9.3134e+07, 6.3848e+08, 9.2645e+07
0.7500, 2.9437e+08, 8.8315e+07, 9.1162e+08, 9.1733e+07, 9.1154e+08, 2.5699e+08, 3.0415e+08, 4.0629e+08, 6.6410e+08, 7.9559e+08, 1.5258e+08, 9.1154e+08, 9.1733e+07
1.0000, 4.1847e+08, 7.1929e+07, 1.2060e+09, 8.1266e+07, 1.2011e+09, 3.3857e+08, 5.0644e+08, 3.4001e+08, 8.2580e+08, 1.0778e+09, 2.2226e+08, 1.2011e+09, 8.1266e+07
1.2500, 5.3837e+08, 5.5742e+07, 1.4729e+09, 7.1876e+07, 1.4578e+09, 4.1462e+08, 7.0555e+08, 2.7894e+08, 9.4624e+08, 1.3429e+09, 2.9082e+08, 1.4578e+09, 7.1876e+07
1.5000, 6.2724e+08, 4.4272e+07, 1.6372e+09, 6.4891e+07, 1.6140e+09, 4.7356e+08, 8.4287e+08, 2.3056e+08, 9.9844e+08, 1.4972e+09, 3.4406e+08, 1.6140e+09, 6.4891e+07
1.7500, 6.7150e+08, 3.7414e+07, 1.6743e+09, 5.9088e+07, 1.6481e+09, 5.0714e+08, 8.9925e+08, 1.9182e+08, 9.8126e+08, 1.5169e+09, 3.7418e+08, 1.6481e+09, 5.9088e+07
2.0000, 6.7357e+08, 3.3622e+07, 1.6071e+09, 5.3687e+07, 1.5821e+09, 5.1458e+08, 8.8785e+08, 1.6015e+08, 9.1358e+08, 1.4325e+09, 3.8147e+08, 1.5821e+09, 5.3687e+07
2.2500, 6.4451e+08, 4.8817e+07, 1.4755e+09, 6.6481e+07, 1.4540e+09, 5.0052e+08, 8.3247e+08, 1.8155e+08, 8.2127e+08, 1.2934e+09, 3.7101e+08, 1.4540e+09, 6.6481e+07
2.5000, 5.9655e+08, 7.6442e+07, 1.3146e+09, 9.1654e+07, 1.2970e+09, 4.7168e+08, 7.5448e+08, 2.3203e+08, 7.2169e+08, 1.1349e+09, 3.4895e+08, 1.2970e+09, 9.1654e+07
2.7500, 5.3971e+08, 1.0249e+08, 1.1485e+09, 1.1536e+08, 1.1347e+09, 4.3442e+08, 6.6892e+08, 2.7182e+08, 6.2592e+08, 9.7942e+08, 3.2063e+08, 1.1347e+09, 1.1536e+08
3.0000, 4.8084e+08, 1.1275e+08, 9.9112e+08, 1.2324e+08, 9.8041e+08, 3.9358e+08, 5.8484e+08, 2.7796e+08, 5.3836e+08, 8.3656e+08, 2.8992e+08, 9.8041e+08, 1.2324e+08
3.2500, 4.2415e+08, 1.1584e+08, 8.4912e+08, 1.2425e+08, 8.4096e+08, 3.5263e+08, 5.0702e+08, 2.6976e+08, 4.6087e+08, 7.1036e+08, 2.5937e+08, 8.4096e+08, 1.2425e+08
3.5000, 3.7184e+08, 1.1566e+08, 7.2474e+08, 1.2236e+08, 7.1858e+08, 3.1363e+08, 4.3745e+08, 2.5664e+08, 3.9375e+08, 6.0162e+08, 2.3043e+08, 7.1858e+08, 1.2236e+08
3.7500, 3.2456e+08, 1.1277e+08, 6.1731e+08, 1.1809e+08, 6.1271e+08, 2.7740e+08, 3.7630e+08, 2.4130e+08, 3.3622e+08, 5.0912e+08, 2.0369e+08, 6.1271e+08, 1.1809e+08
4.0000, 2.8255e+08, 1.0714e+08, 5.2536e+08, 1.1134e+08, 5.2192e+08, 2.4437e+08, 3.2329e+08, 2.2187e+08, 2.8743e+08, 4.3133e+08, 1.7946e+08, 5.2192e+08, 1.1134e+08
4.2500, 2.4557e+08, 1.0013e+08, 4.4712e+08, 1.0346e+08, 4.4455e+08, 2.1467e+08, 2.7763e+08, 2.0104e+08, 2.4618e+08, 3.6614e+08, 1.5775e+08, 4.4455e+08, 1.0346e+08
4.5000, 2.1321e+08, 9.2785e+07, 3.8076e+08, 9.5412e+07, 3.7885e+08, 1.8820e+08, 2.3840e+08, 1.8104e+08, 2.1132e+08, 3.1158e+08, 1.3843e+08, 3.7885e+08, 9.5412e+07
4.7500, 1.8517e+08, 8.5453e+07, 3.2473e+08, 8.7518e+07, 3.2333e+08, 1.6498e+08, 2.0487e+08, 1.6264e+08, 1.8185e+08, 2.6587e+08, 1.2145e+08, 3.2333e+08, 8.7518e+07
5.0000, 1.6100e+08, 7.8279e+07, 2.7756e+08, 7.9892e+07, 2.7655e+08, 1.4474e+08, 1.7633e+08, 1.4579e+08, 1.5692e+08, 2.2755e+08, 1.0663e+08, 2.7655e+08, 7.9892e+07
5.2500, 1.4019e+08, 7.1387e+07, 2.3787e+08, 7.2639e+07, 2.3714e+08, 1.2713e+08, 1.5206e+08, 1.3041e+08, 1.3581e+08, 1.9537e+08, 9.3705e+07, 2.3714e+08, 7.2639e+07
5.5000, 1.2230e+08, 6.4866e+07, 2.0448e+08, 6.5834e+07, 2.0396e+08, 1.1180e+08, 1.3146e+08, 1.1641e+08, 1.1788e+08, 1.6829e+08, 8.2451e+07, 2.0396e+08, 6.5834e+07
5.7500, 1.0698e+08, 5.8871e+07, 1.7639e+08, 5.9619e+07, 1.7603e+08, 9.8533e+07, 1.1402e+08, 1.0388e+08, 1.0262e+08, 1.4543e+08, 7.2718e+07, 1.7603e+08, 5.9619e+07
6.0000, 9.3841e+07, 5.3399e+07, 1.5269e+08, 5.3974e+07, 1.5244e+08, 8.7041e+07, 9.9221e+07, 9.2730e+07, 8.9586e+07, 1.2607e+08, 6.4291e+07, 1.5244e+08, 5.3974e+07
6.2500, 8.2528e+07, 4.8405e+07, 1.3260e+08, 4.8846e+07, 1.3244e+08, 7.7059e+07, 8.6603e+07, 8.2814e+07, 7.8434e+07, 1.0963e+08, 5.6970e+07, 1.3244e+08, 4.8846e+07
6.5000, 7.2755e+07, 4.3848e+07, 1.1552e+08, 4.4183e+07, 1.1541e+08, 6.8364e+07, 7.5804e+07, 7.3996e+07, 6.8863e+07, 9.5624e+07, 5.0587e+07, 1.1541e+08, 4.4183e+07
6.7500, 6.4286e+07, 3.9705e+07, 1.0094e+08, 3.9958e+07, 1.0087e+08, 6.0770e+07, 6.6528e+07, 6.6166e+07, 6.0626e+07, 8.3662e+07, 4.5007e+07, 1.0087e+08, 3.9958e+07
7.0000, 5.6926e+07, 3.5978e+07, 8.8441e+07, 3.6167e+07, 8.8400e+07, 5.4120e+07, 5.8535e+07, 5.9239e+07, 5.3515e+07, 7.3407e+07, 4.0116e+07, 8.8400e+07, 3.6167e+07
7.2500, 5.0519e+07, 3.2624e+07, 7.7703e+07, 3.2764e+07, 7.7680e+07, 4.8289e+07, 5.1632e+07, 5.3106e+07, 4.7359e+07, 6.4588e+07, 3.5824e+07, 7.7680e+07, 3.2764e+07
7.5000, 4.4930e+07, 2.9603e+07, 6.8452e+07, 2.9705e+07, 6.8440e+07, 4.3169e+07, 4.5657e+07, 4.7668e+07, 4.2015e+07, 5.6984e+07, 3.2053e+07, 6.8440e+07, 2.9705e+07
7.7500, 4.0046e+07, 2.6879e+07, 6.0461e+07, 2.6951e+07, 6.0456e+07, 3.8666e+07, 4.0473e+07, 4.2839e+07, 3.7364e+07, 5.0406e+07, 2.8734e+07, 6.0456e+07, 2.6951e+07
8.0000, 3.5771e+07, 2.4418e+07, 5.3542e+07, 2.4469e+07, 5.3541e+07, 3.4700e+07, 3.5965e+07, 3.8545e+07, 3.3307e+07, 4.4703e+07, 2.5808e+07, 5.3541e+07, 2.4469e+07
8.2500, 3.2020e+07, 2.2196e+07, 4.7534e+07, 2.2230e+07, 4.7534e+07, 3.1200e+07, 3.2036e+07, 3.4720e+07, 2.9758e+07, 3.9744e+07, 2.3224e+07, 4.7534e+07, 2.2230e+07
8.5000, 2.8720e+07, 2.0192e+07, 4.2301e+07, 2.0214e+07, 4.2301e+07, 2.8104e+07, 2.8720e+07, 3.1313e+07, 2.6645e+07, 3.5419e+07, 2.0937e+07, 4.2301e+07, 2.0214e+07
8.7500, 2.5810e+07, 1.8383e+07, 3.7730e+07, 1.8397e+07, 3.7730e+07, 2.5360e+07, 2.5810e+07, 2.8274e+07, 2.3908e+07, 3.1636e+07, 1.8908e+07, 3.7730e+07, 1.8397e+07
9.0000, 2.3239e+07, 1.6751e+07, 3.3727e+07, 1.6758e+07, 3.3727e+07, 2.2923e+07, 2.3239e+07, 2.5561e+07, 2.1496e+07, 2.8321e+07, 1.7105e+07, 3.3727e+07, 1.6758e+07
9.2500, 2.0963e+07, 1.5269e+07, 3.0213e+07, 1.5280e+07, 3.0213e+07, 2.0610e+07, 2.0963e+07, 2.3138e+07, 1.9366e+07, 2.5407e+07, 1.5500e+07, 3.0213e+07, 1.5280e+07
9.5000, 1.8944e+07, 1.3931e+07, 2.7121e+07, 1.3946e+07, 2.7121e+07, 1.8553e+07, 1.8944e+07, 2.0970e+07, 1.7481e+07, 2.2840e+07, 1.4069e+07, 2.7121e+07, 1.3946e+07
9.7500, 1.7150e+07, 1.2721e+07, 2.4394e+07, 1.2741e+07, 2.4394e+07, 1.6734e+07, 1.7150e+07, 1.9030e+07, 1.5808e+07, 2.0574e+07, 1.2790e+07, 2.4394e+07, 1.2741e+07
10.0000, 1.5552e+07, 1.1622e+07, 2.1985e+07, 1.1645e+07, 2.1985e+07, 1.5122e+07, 1.5557e+07, 1.7292e+07, 1.4322e+07, 1.8569e+07, 1.1645e+07, 2.1985e+07, 1.1652e+07
10.2500, 1.4126e+07, 1.0592e+07, 1.9851e+07, 1.0619e+07, 1.9851e+07, 1.3691e+07, 1.4175e+07, 1.5735e+07, 1.2998e+07, 1.6791e+07, 1.0619e+07, 1.9851e+07, 1.0669e+07
10.5000, 1.2852e+07, 9.6683e+06, 1.7958e+07, 9.6983e+06, 1.7958e+07, 1.2416e+07, 1.2936e+07, 1.4338e+07, 1.1816e+07, 1.5211e+07, 9.6983e+06, 1.7958e+07, 9.7806e+06
10.7500, 1.1712e+07, 8.8373e+06, 1.6275e+07, 8.8699e+06, 1.6274e+07, 1.1280e+07, 1.1821e+07, 1.3083e+07, 1.0759e+07, 1.3804e+07, 8.8699e+06, 1.6274e+07, 8.9764e+06
11.0000, 1.0688e+07, 8.0889e+06, 1.4775e+07, 8.1236e+06, 1.4773e+07, 1.0265e+07, 1.0818e+07, 1.1954e+07, 9.8124e+06, 1.2548e+07, 8.1236e+06, 1.4773e+07, 8.2478e+06
11.2500, 9.7690e+06, 7.4138e+06, 1.3436e+07, 7.4503e+06, 1.3433e+07, 9.3560e+06, 9.9138e+06, 1.0937e+07, 8.9628e+06, 1.1426e+07, 7.4503e+06, 1.3433e+07, 7.5870e+06
11.5000, 8.9416e+06, 6.8040e+06, 1.2238e+07, 6.8419e+06, 1.2234e+07, 8.5410e+06, 9.0971e+06, 1.0019e+07, 8.1990e+06, 1.0420e+07, 6.8419e+06, 1.2234e+07, 6.9870e+06
11.7500, 8.1959e+06, 6.2525e+06, 1.1164e+07, 6.2914e+06, 1.1160e+07, 7.8089e+06, 8.3586e+06, 9.1906e+06, 7.5112e+06, 9.5177e+06, 6.2914e+06, 1.1160e+07, 6.4416e+06
12.0000, 7.5227e+06, 5.7529e+06, 1.0201e+07, 5.7925e+06, 1.0195e+07, 7.1502e+06, 7.6899e+06, 8.4416e+06, 6.8908e+06, 8.7066e+06, 5.7925e+06, 1.0195e+07, 5.9454e+06
12.2500, 6.9140e+06, 5.2997e+06, 9.3341e+06, 5.3398e+06, 9.3282e+06, 6.5564e+06, 7.0834e+06, 7.7637e+06, 6.3304e+06, 7.9764e+06, 5.3398e+06, 9.3282e+06, 5.4938e+06
12.5000, 6.3628e+06, 4.8880e+06, 8.5539e+06, 4.9284e+06, 8.5473e+06, 6.0203e+06, 6.5326e+06, 7.1493e+06, 5.8233e+06, 7.3178e+06, 4.9284e+06, 8.5473e+06, 5.0822e+06
12.7500, 5.8628e+06, 4.5136e+06, 7.8499e+06, 4.5539e+06, 7.8427e+06, 5.5355e+06, 6.0317e+06, 6.5915e+06, 5.3636e+06, 6.7228e+06, 4.5539e+06, 7.8427e+06, 4.7066e+06
13.0000, 5.4088e+06, 4.1726e+06, 7.2138e+06, 4.2127e+06, 7.2061e+06, 5.0964e+06, 5.5756e+06, 6.0845e+06, 4.9465e+06, 6.1844e+06, 4.2127e+06, 7.2061e+06, 4.3634e+06
13.2500, 4.9958e+06, 3.8617e+06, 6.6380e+06, 3.9014e+06, 6.6298e+06, 4.6981e+06, 5.1596e+06, 5.6229e+06, 4.5673e+06, 5.6966e+06, 3.9014e+06, 6.6298e+06, 4.0494e+06
13.5000, 4.6197e+06, 3.5777e+06, 6.1160e+06, 3.6170e+06, 6.1074e+06, 4.3363e+06, 4.7799e+06, 5.2022e+06, 4.2222e+06, 5.2538e+06, 3.6170e+06, 6.1074e+06, 3.7617e+06
13.7500, 4.2767e+06, 3.3182e+06, 5.6420e+06, 3.3569e+06, 5.6330e+06, 4.0071e+06, 4.4328e+06, 4.8181e+06, 3.9076e+06, 4.8513e+06, 3.3569e+06, 5.6330e+06, 3.4979e+06
14.0000, 3.9636e+06, 3.0806e+06, 5.2110e+06, 3.1186e+06, 5.2017e+06, 3.7073e+06, 4.1151e+06, 4.4672e+06, 3.6206e+06, 4.4850e+06, 3.1186e+06, 5.2017e+06, 3.2557e+06
14.2500, 3.6773e+06, 2.8630e+06, 4.8185e+06, 2.9002e+06, 4.8090e+06, 3.4338e+06, 3.8241e+06, 4.1460e+06, 3.3583e+06, 4.1512e+06, 2.9002e+06, 4.8090e+06, 3.0330e+06
14.5000, 3.4152e+06, 2.6633e+06, 4.4606e+06, 2.6998e+06, 4.4509e+06, 3.1840e+06, 3.5571e+06, 3.8517e+06, 3.1183e+06, 3.8465e+06, 2.6998e+06, 4.4509e+06, 2.8282e+06
14.7500, 3.1751e+06, 2.4800e+06, 4.1340e+06, 2.5156e+06, 4.1242e+06, 2.9556e+06, 3.3120e+06, 3.5818e+06, 2.8985e+06, 3.5681e+06, 2.5156e+06, 4.1242e+06, 2.6394e+06
15.0000, 2.9548e+06, 2.3114e+06, 3.8355e+06, 2.3461e+06, 3.8256e+06, 2.7464e+06, 3.0866e+06, 3.3339e+06, 2.6969e+06, 3.3134e+06, 2.3461e+06, 3.8256e+06, 2.4653e+06
15.2500, 2.7524e+06, 2.1562e+06, 3.5624e+06, 2.1900e+06, 3.5524e+06, 2.5546e+06, 2.8792e+06, 3.1061e+06, 2.5118e+06, 3.0800e+06, 2.1900e+06, 3.5524e+06, 2.3045e+06
15.5000, 2.5662e+06, 2.0133e+06, 3.3121e+06, 2.0461e+06, 3.3021e+06, 2.3786e+06, 2.6880e+06, 2.8964e+06, 2.3416e+06, 2.8660e+06, 2.0461e+06, 3.3021e+06, 2.1560e+06
15.7500, 2.3948e+06, 1.8814e+06, 3.0826e+06, 1.9133e+06, 3.0726e+06, 2.2168e+06, 2.5118e+06, 2.7032e+06, 2.1849e+06, 2.6695e+06, 1.9133e+06, 3.0726e+06, 2.0186e+06
16.0000, 2.2369e+06, 1.7597e+06, 2.8718e+06, 1.7906e+06, 2.8618e+06, 2.0680e+06, 2.3491e+06, 2.5250e+06, 2.0406e+06, 2.4888e+06, 1.7906e+06, 2.8618e+06, 1.8914e+06
16.2500, 2.0912e+06, 1.6472e+06, 2.6779e+06, 1.6772e+06, 2.6680e+06, 1.9309e+06, 2.1987e+06, 2.3606e+06, 1.9075e+06, 2.3226e+06, 1.6772e+06, 2.6680e+06, 1.7736e+06
16.5000, 1.9567e+06, 1.5432e+06, 2.4995e+06, 1.5722e+06, 2.4896e+06, 1.8046e+06, 2.0597e+06, 2.2088e+06, 1.7846e+06, 2.1693e+06, 1.5722e+06, 2.4896e+06, 1.6644e+06
16.7500, 1.8323e+06, 1.4468e+06, 2.3350e+06, 1.4749e+06, 2.3252e+06, 1.6879e+06, 1.9309e+06, 2.0683e+06, 1.6710e+06, 2.0280e+06, 1.4749e+06, 2.3252e+06, 1.5630e+06
17.0000, 1.7172e+06, 1.3576e+06, 2.1833e+06, 1.3847e+06, 2.1736e+06, 1.5802e+06, 1.8116e+06, 1.9384e+06, 1.5660e+06, 1.8976e+06, 1.3847e+06, 2.1736e+06, 1.4690e+06
17.2500, 1.6107e+06, 1.2748e+06, 2.0432e+06, 1.3010e+06, 2.0336e+06, 1.4806e+06, 1.7010e+06, 1.8180e+06, 1.4687e+06, 1.7770e+06, 1.3010e+06, 2.0336e+06, 1.3815e+06
17.5000, 1.5119e+06, 1.1980e+06, 1.9136e+06, 1.2233e+06, 1.9042e+06, 1.3884e+06, 1.5983e+06, 1.7064e+06, 1.3786e+06, 1.6654e+06, 1.2233e+06, 1.9042e+06, 1.3002e+06
17.7500, 1.4203e+06, 1.1266e+06, 1.7938e+06, 1.1511e+06, 1.7845e+06, 1.3029e+06, 1.5030e+06, 1.6028e+06, 1.2950e+06, 1.5622e+06, 1.1511e+06, 1.7845e+06, 1.2245e+06
18.0000, 1.3352e+06, 1.0602e+06, 1.6828e+06, 1.0838e+06, 1.6737e+06, 1.2237e+06, 1.4142e+06, 1.5067e+06, 1.2173e+06, 1.4664e+06, 1.0838e+06, 1.6737e+06, 1.1540e+06
18.2500, 1.2561e+06, 9.9844e+05, 1.5799e+06, 1.0212e+06, 1.5709e+06, 1.1501e+06, 1.3317e+06, 1.4173e+06, 1.1452e+06, 1.3776e+06, 1.0212e+06, 1.5709e+06, 1.0883e+06
18.5000, 1.1826e+06, 9.4090e+05, 1.4844e+06, 9.6291e+05, 1.4756e+06, 1.0818e+06, 1.2548e+06, 1.3342e+06, 1.0781e+06, 1.2951e+06, 9.6291e+05, 1.4756e+06, 1.0270e+06
18.7500, 1.1141e+06, 8.8726e+05, 1.3958e+06, 9.0850e+05, 1.3872e+06, 1.0182e+06, 1.1832e+06, 1.2568e+06, 1.0156e+06, 1.2185e+06, 9.0850e+05, 1.3872e+06, 9.6969e+05
19.0000, 1.0503e+06, 8.3722e+05, 1.3134e+06, 8.5771e+05, 1.3050e+06, 9.5912e+05, 1.1164e+06, 1.1846e+06, 9.5740e+05, 1.1472e+06, 8.5771e+05, 1.3050e+06, 9.1617e+05
